Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Mike Conley,23.1,MEM,Point,505,53,0.3%,5,1.3%,26,3.5%,37,1.3%,68,9.7%,95,3.0%,74,2.7%
Daequan Cook,23.5,OKC,Wing,187,0,0.0%,9,0.8%,38,3.8%,15,0.7%,82,14.5%,0,0.0%,50,11.1%
Jamal Crawford,30.6,ATL,Combo,356,44,0.5%,33,1.2%,89,2.0%,11,0.3%,0,4.5%,0,0.0%,44,4.3%
Glen Davis,24.8,BOS,Big,187,0,0.0%,49,0.8%,60,4.5%,2,3.9%,47,14.9%,86,9.1%,0,0.0%
Luol Deng,25.5,CHI,Wing,684,76,0.9%,56,1.6%,97,2.2%,85,4.1%,65,12.0%,0,0.0%,68,18.9%
Toney Douglas,24.6,NYK,Combo,108,0,0.0%,22,0.8%,22,4.8%,33,1.6%,78,10.6%,0,0.0%,0,0.0%
Tim Duncan,34.5,SAS,Big,211,93,4.0%,33,0.7%,91,2.7%,65,9.3%,93,23.6%,0,0.0%,53,28.6%
Kevin Durant,22.1,OKC,Forward,721,50,1.4%,17,1.0%,83,2.8%,25,2.4%,83,15.3%,92,5.3%,75,35.6%
Raymond Felton,26.3,DEN,Combo,151,0,0.0%,67,1.8%,78,2.4%,0,0.0%,11,6.5%,0,0.0%,0,0.0%
Derek Fisher,36.2,LAL,Point,324,58,0.4%,74,2.0%,21,3.7%,11,0.4%,74,10.1%,0,0.0%,0,0.0%
Danilo Gallinari,22.2,DEN,Forward,147,0,0.0%,25,1.3%,8,4.8%,8,0.8%,25,8.9%,0,0.0%,100,60.0%
Kevin Garnett,34.5,BOS,Big,327,44,1.6%,100,2.5%,86,3.2%,42,7.7%,95,24.1%,0,0.0%,51,27.3%
Marc Gasol,25.8,MEM,Big,515,74,3.1%,70,1.2%,77,3.6%,49,7.9%,74,19.5%,88,10.0%,86,50.0%
Pau Gasol,30.3,LAL,Big,354,72,2.9%,26,0.5%,63,4.2%,63,9.1%,44,14.6%,98,17.6%,42,23.5%
Paul George,20.5,IND,Forward,129,100,4.1%,100,2.5%,75,2.9%,42,3.9%,58,13.3%,0,0.0%,92,50.0%
Taj Gibson,25.4,CHI,Big,272,98,4.7%,56,0.9%,49,4.9%,72,10.3%,26,11.1%,0,0.0%,98,58.8%
Manu Ginobili,33.3,SAS,Wing,173,85,1.0%,100,3.5%,68,3.0%,32,1.4%,44,9.5%,0,0.0%,79,21.4%
Danny Granger,27.5,IND,Wing,183,24,0.3%,47,1.5%,85,2.7%,68,3.2%,62,11.8%,0,0.0%,0,0.0%
Jeff Green,24.2,BOS,Forward,168,33,1.3%,33,1.4%,0,5.2%,58,4.4%,17,7.8%,0,0.0%,83,36.4%
Tyler Hansbrough,25.0,IND,Big,164,0,0.0%,95,1.6%,84,3.3%,51,8.1%,2,8.0%,0,0.0%,44,25.0%
James Harden,21.2,OKC,Wing,534,91,1.2%,79,1.8%,32,3.8%,56,2.2%,85,14.8%,0,0.0%,59,15.8%
Udonis Haslem,30.4,MIA,Big,286,19,0.8%,65,1.0%,42,5.0%,14,6.1%,28,12.4%,0,0.0%,84,45.5%
Brendan Haywood,30.9,DAL,Big,273,86,3.6%,7,0.4%,7,8.4%,100,16.4%,49,15.5%,0,0.0%,16,10.0%
Roy Hibbert,23.9,IND,Big,128,84,3.6%,37,0.7%,23,5.9%,77,10.6%,35,13.4%,0,0.0%,86,50.0%
Nene Hilario,28.1,DEN,Big,161,35,1.3%,79,1.4%,56,4.8%,58,8.2%,63,17.9%,91,10.5%,72,33.3%
George Hill,24.5,SAS,Combo,188,78,0.6%,78,2.2%,44,3.7%,78,2.9%,100,16.0%,0,0.0%,67,10.0%
Kirk Hinrich,29.8,ATL,Point,173,74,0.6%,63,1.9%,0,5.8%,21,0.6%,32,8.0%,0,0.0%,0,0.0%
Jrue Holiday,20.4,PHI,Combo,186,67,0.6%,89,2.6%,67,2.6%,44,1.6%,33,8.8%,0,0.0%,56,7.1%
Al Horford,24.4,ATL,Big,466,40,1.3%,23,0.5%,81,3.4%,16,6.2%,72,19.2%,0,0.0%,93,52.2%
Dwight Howard,24.9,ORL,Big,257,67,2.5%,44,0.8%,88,3.0%,81,11.7%,100,25.4%,0,0.0%,86,50.0%
Serge Ibaka,21.1,OKC,Big,490,100,5.7%,9,0.4%,26,5.6%,74,10.4%,56,16.0%,77,4.5%,28,13.3%
Andre Iguodala,26.8,PHI,Wing,181,53,0.6%,35,1.3%,44,3.7%,79,4.0%,79,14.3%,0,0.0%,97,38.5%
Zydrunas Ilgauskas,35.4,MIA,Big,103,47,1.6%,0,0.0%,35,5.4%,98,14.7%,84,21.0%,0,0.0%,0,0.0%
Jarrett Jack,27.0,NOP,Combo,111,56,0.5%,0,0.5%,100,1.4%,22,1.2%,89,12.0%,0,0.0%,89,22.2%
LeBron James,25.8,MIA,Forward,918,58,1.5%,75,1.9%,100,2.5%,50,4.0%,75,15.3%,83,4.5%,67,32.0%
Richard Jefferson,30.4,SAS,Forward,175,17,0.9%,0,0.8%,58,3.2%,0,0.7%,67,14.4%,100,7.7%,0,0.0%
Joe Johnson,29.3,ATL,Wing,494,12,0.1%,32,1.3%,100,1.6%,82,4.1%,21,7.7%,0,0.0%,53,12.5%
James Jones,30.1,MIA,Wing,267,38,0.4%,18,1.1%,24,4.0%,29,1.3%,50,10.4%,0,0.0%,44,6.3%
Jason Kidd,37.6,DAL,Point,742,79,0.7%,95,2.6%,74,2.2%,53,1.8%,95,11.7%,0,0.0%,100,15.9%
Kyle Korver,29.6,CHI,Wing,264,59,0.7%,26,1.2%,12,5.6%,9,0.4%,24,8.1%,0,0.0%,47,7.1%
Carl Landry,27.1,NOP,Big,212,21,0.8%,60,1.0%,58,4.8%,19,6.2%,19,10.2%,0,0.0%,23,11.1%
Ty Lawson,23.0,DEN,Point,166,47,0.3%,26,1.4%,58,2.5%,95,4.5%,5,6.1%,0,0.0%,0,0.0%
Shawn Marion,32.5,DAL,Forward,688,67,1.6%,50,1.5%,33,3.6%,100,8.1%,50,12.9%,0,0.0%,42,21.6%
Kenyon Martin,32.8,DEN,Big,147,14,0.7%,28,0.6%,30,5.6%,7,4.5%,88,21.9%,0,0.0%,16,10.0%
Wesley Matthews,24.0,POR,Wing,202,29,0.3%,15,1.0%,50,3.3%,24,1.2%,0,3.1%,0,0.0%,0,0.0%
Eric Maynor,23.4,OKC,Point,212,0,0.0%,68,2.0%,37,3.2%,68,3.0%,63,9.0%,0,0.0%,0,0.0%
O.J. Mayo,23.0,MEM,Combo,359,89,0.6%,44,1.4%,11,5.1%,89,3.1%,67,9.4%,0,0.0%,33,3.0%
Antonio McDyess,36.2,SAS,Big,144,58,2.0%,30,0.7%,21,6.2%,40,7.6%,37,13.5%,93,12.5%,72,33.3%
Jodie Meeks,23.2,PHI,Wing,122,0,0.0%,21,1.1%,94,2.3%,35,1.5%,15,7.0%,0,0.0%,0,0.0%
Andre Miller,34.6,POR,Point,193,0,0.0%,0,0.5%,11,4.3%,79,3.3%,47,8.8%,0,0.0%,0,0.0%
Mike Miller,30.7,MIA,Wing,210,26,0.3%,59,1.6%,3,6.1%,88,5.5%,97,18.9%,0,0.0%,82,23.5%
Nazr Mohammed,33.2,OKC,Big,139,65,2.3%,63,1.0%,2,8.8%,37,7.5%,30,13.1%,0,0.0%,72,33.3%
Gary Neal,26.1,SAS,Wing,106,47,0.5%,6,0.4%,21,4.2%,50,1.8%,88,14.8%,0,0.0%,85,27.3%
Jameer Nelson,28.7,ORL,Point,216,0,0.0%,84,2.4%,47,2.9%,84,3.4%,58,8.9%,0,0.0%,0,0.0%
Joakim Noah,25.7,CHI,Big,526,88,3.6%,77,1.4%,37,5.3%,88,13.1%,70,18.9%,0,0.0%,70,32.0%
Dirk Nowitzki,32.4,DAL,Big,824,26,0.9%,40,0.7%,95,2.1%,0,1.8%,77,20.0%,0,0.0%,63,30.4%
Jermaine O'Neal,32.1,BOS,Big,196,95,4.5%,16,0.5%,9,7.8%,44,7.8%,12,9.7%,100,40.0%,65,30.8%
Lamar Odom,31.0,LAL,Big,284,23,0.9%,5,0.3%,67,3.8%,9,5.1%,86,21.7%,0,0.0%,35,15.8%
Emeka Okafor,28.1,NOP,Big,187,51,1.8%,88,1.6%,12,7.3%,79,11.0%,7,8.9%,0,0.0%,44,25.0%
Zaza Pachulia,26.7,ATL,Big,193,5,0.3%,19,0.5%,5,8.6%,70,9.9%,67,18.7%,0,0.0%,79,42.9%
Tony Parker,28.5,SAS,Point,220,68,0.5%,58,1.7%,95,1.9%,16,0.5%,16,7.6%,0,0.0%,84,5.0%
Chris Paul,25.5,NOP,Point,249,0,0.0%,79,2.2%,89,2.0%,47,1.5%,100,18.5%,0,0.0%,0,0.0%
Kendrick Perkins,26.0,OKC,Big,478,42,1.5%,14,0.4%,40,5.1%,53,8.2%,40,14.3%,74,4.0%,21,10.7%
Paul Pierce,33.1,BOS,Wing,342,56,0.7%,71,1.7%,41,3.8%,47,1.7%,56,11.4%,0,0.0%,71,20.0%
Zach Randolph,29.3,MEM,Big,515,30,1.1%,72,1.2%,74,3.6%,60,8.9%,77,20.0%,72,2.9%,58,29.4%
JJ Redick,26.4,ORL,Wing,116,41,0.5%,3,0.4%,76,2.8%,0,0.0%,38,8.9%,0,0.0%,0,0.0%
Jason Richardson,29.8,ORL,Wing,153,68,0.7%,12,1.0%,18,4.5%,71,3.6%,47,10.1%,0,0.0%,0,0.0%
Rajon Rondo,24.7,BOS,Point,344,0,0.0%,32,1.4%,84,2.1%,89,3.9%,84,10.8%,0,0.0%,89,9.1%
Derrick Rose,22.1,CHI,Point,648,100,1.0%,47,1.6%,100,1.9%,74,3.2%,42,8.6%,0,0.0%,0,0.0%
Brandon Roy,26.3,POR,Wing,137,0,0.0%,0,0.4%,15,4.7%,41,1.6%,35,8.7%,0,0.0%,62,16.7%
Thabo Sefolosha,26.5,OKC,Wing,344,71,0.8%,94,2.2%,59,3.1%,76,3.8%,68,12.0%,0,0.0%,0,0.0%
Josh Smith,24.9,ATL,Forward,436,92,3.3%,42,1.5%,17,4.1%,67,4.6%,92,20.0%,0,0.0%,50,21.7%
DeShawn Stevenson,29.6,DAL,Wing,326,35,0.4%,74,1.7%,9,6.0%,6,0.4%,6,5.6%,0,0.0%,62,16.7%
Peja Stojakovic,33.4,DAL,Wing,348,32,0.3%,62,1.7%,71,2.9%,18,1.0%,32,8.6%,0,0.0%,88,28.6%
Amar'e Stoudemire,28.0,NYK,Big,133,33,1.2%,2,0.3%,98,2.0%,33,7.4%,51,15.5%,0,0.0%,53,28.6%
Jeff Teague,22.4,ATL,Point,228,84,0.7%,21,1.3%,68,2.2%,0,0.0%,26,8.0%,0,0.0%,0,0.0%
Jason Terry,33.1,DAL,Wing,682,18,0.3%,82,1.8%,74,2.9%,21,1.1%,12,6.0%,0,0.0%,0,0.0%
Hedo Turkoglu,31.6,ORL,Wing,209,21,0.3%,85,1.8%,29,3.9%,12,0.5%,18,7.2%,0,0.0%,94,36.4%
Greivis Vasquez,23.8,MEM,Wing,129,79,0.9%,76,1.7%,65,3.1%,35,1.5%,59,11.5%,0,0.0%,0,0.0%
Dwyane Wade,28.8,MIA,Wing,825,100,1.9%,88,1.9%,91,2.7%,91,6.0%,76,14.2%,94,1.6%,0,0.0%
Gerald Wallace,28.3,POR,Forward,225,8,0.8%,67,1.8%,50,3.4%,75,4.8%,100,21.9%,0,0.0%,58,31.3%
CJ Watson,26.5,CHI,Point,122,0,0.0%,100,2.8%,5,4.4%,58,1.8%,79,10.5%,0,0.0%,0,0.0%
Delonte West,27.3,BOS,Combo,166,0,0.0%,56,1.5%,33,4.5%,67,2.7%,44,8.9%,0,0.0%,78,12.5%
Russell Westbrook,22.0,OKC,Point,637,63,0.5%,53,1.7%,42,3.1%,100,6.2%,53,8.8%,0,0.0%,68,2.6%
Lou Williams,24.0,PHI,Point,126,0,0.0%,37,1.5%,63,2.3%,0,0.0%,0,5.3%,0,0.0%,95,11.1%
Marvin Williams,24.4,ATL,Forward,200,83,2.0%,83,1.9%,42,3.4%,92,5.2%,8,7.8%,0,0.0%,25,14.3%
Metta World Peace,31.0,LAL,Wing,284,94,1.5%,68,1.7%,47,3.5%,94,6.7%,29,8.6%,0,0.0%,91,33.3%
Sam Young,25.4,MEM,Wing,245,62,0.7%,24,1.1%,53,3.2%,65,2.9%,53,10.7%,0,0.0%,0,0.0%
Thaddeus Young,22.4,PHI,Big,123,9,0.4%,81,1.5%,47,4.9%,86,12.7%,9,9.1%,0,0.0%,44,25.0%
