Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Bojan Bogdanovic,28.5,IND,Forward,233,0,0.0%,40,1.2%,27,4.5%,7,0.5%,7,9.1%,0,0.0%,40,25.0%
Corey Brewer,31.7,OKC,Wing,151,91,1.7%,83,2.0%,11,4.9%,74,2.7%,11,5.7%,0,0.0%,57,11.1%
Malcolm Brogdon,24.9,MIL,Combo,185,0,0.0%,6,0.3%,38,3.7%,44,2.1%,63,11.8%,0,0.0%,0,0.0%
Jaylen Brown,21.0,BOS,Wing,581,69,1.0%,40,1.0%,26,4.6%,80,2.8%,71,12.7%,0,0.0%,74,14.7%
Alec Burks,26.3,UTA,Wing,112,37,0.5%,74,1.6%,46,3.5%,63,1.9%,97,18.7%,0,0.0%,71,14.3%
Jimmy Butler,28.1,MIN,Wing,170,23,0.3%,49,1.1%,91,2.5%,69,2.0%,94,14.8%,0,0.0%,80,18.2%
Clint Capela,23.5,HOU,Big,518,98,3.8%,54,1.2%,76,3.0%,90,11.7%,93,27.1%,0,0.0%,66,32.0%
Ian Clark,26.7,NOP,Combo,166,63,0.6%,69,1.8%,6,5.0%,19,1.2%,0,4.3%,0,0.0%,0,0.0%
Jordan Clarkson,25.4,CLE,Combo,243,38,0.5%,38,1.2%,63,3.3%,81,3.0%,25,9.2%,0,0.0%,75,5.0%
Darren Collison,30.2,IND,Point,213,0,0.0%,31,1.5%,100,1.5%,0,0.5%,8,9.8%,0,0.0%,0,0.0%
Quinn Cook,24.6,GSW,Point,130,69,0.8%,0,0.7%,46,3.3%,23,1.6%,38,11.3%,0,0.0%,0,0.0%
Robert Covington,26.9,PHI,Forward,280,87,1.7%,73,1.6%,47,4.2%,80,3.8%,47,14.3%,0,0.0%,27,15.8%
Jamal Crawford,37.6,MIN,Wing,116,0,0.0%,71,1.5%,97,1.9%,0,0.0%,37,8.9%,97,12.5%,0,0.0%
Jae Crowder,27.3,UTA,Forward,320,20,0.3%,100,2.1%,60,3.2%,13,0.7%,60,15.0%,93,6.9%,67,33.3%
Stephen Curry,29.6,GSW,Point,552,85,1.0%,85,2.1%,69,2.8%,54,1.8%,62,14.2%,0,0.0%,62,3.7%
Anthony Davis,24.6,NOP,Big,357,85,2.9%,88,2.1%,83,2.8%,46,7.1%,90,25.7%,0,0.0%,0,0.0%
DeMar DeRozan,28.2,TOR,Wing,352,63,0.9%,11,0.6%,71,3.0%,60,1.9%,49,9.2%,0,0.0%,40,7.7%
Goran Dragic,31.5,MIA,Point,155,0,0.0%,23,1.4%,8,3.9%,69,2.0%,0,5.7%,0,0.0%,77,7.7%
Kevin Durant,29.1,GSW,Forward,805,73,1.5%,13,0.8%,87,2.2%,40,1.8%,87,16.6%,0,0.0%,53,25.8%
Wayne Ellington,29.9,MIA,Wing,100,80,1.0%,29,0.8%,77,2.9%,0,0.0%,26,7.6%,0,0.0%,0,0.0%
Joel Embiid,23.6,PHI,Big,278,83,2.8%,46,1.1%,46,4.0%,61,8.6%,88,25.4%,85,5.3%,83,38.1%
Dante Exum,22.3,UTA,Combo,110,50,0.5%,13,0.4%,0,5.9%,94,3.9%,38,10.0%,0,0.0%,0,0.0%
Derrick Favors,26.3,UTA,Big,284,71,2.0%,56,1.2%,90,2.5%,49,7.8%,22,12.7%,0,0.0%,44,22.2%
Rudy Gay,31.2,SAS,Big,158,0,0.4%,98,2.3%,34,4.6%,22,5.4%,10,10.8%,0,0.0%,100,80.0%
Paul George,27.5,OKC,Wing,250,60,0.8%,63,1.4%,89,2.5%,54,1.6%,80,13.1%,0,0.0%,31,4.8%
Taj Gibson,32.4,MIN,Big,122,17,0.8%,12,0.4%,85,2.7%,41,6.5%,0,7.4%,0,0.0%,80,37.5%
Manu Ginobili,40.3,SAS,Wing,106,43,0.5%,94,2.9%,14,4.9%,23,0.9%,91,14.6%,0,0.0%,0,0.0%
Rudy Gobert,25.3,UTA,Big,381,93,3.3%,51,1.2%,66,3.2%,88,11.6%,54,17.2%,88,6.7%,88,50.0%
Eric Gordon,28.9,HOU,Wing,546,54,0.8%,26,0.8%,94,2.0%,57,1.6%,14,5.9%,0,0.0%,54,10.8%
Marcin Gortat,33.7,WAS,Big,159,10,0.7%,0,0.0%,49,3.9%,73,10.0%,63,18.2%,0,0.0%,39,20.0%
Jerami Grant,23.6,OKC,Big,128,37,1.2%,73,1.4%,29,5.1%,34,6.0%,2,8.3%,0,0.0%,0,0.0%
Danny Green,30.4,SAS,Wing,102,100,2.1%,6,0.5%,40,3.7%,100,3.7%,31,8.4%,0,0.0%,0,0.0%
Draymond Green,27.7,GSW,Big,816,63,1.9%,95,2.3%,51,3.8%,27,5.6%,73,18.8%,78,4.2%,90,53.1%
Gerald Green,31.8,HOU,Wing,249,89,1.4%,17,0.7%,29,4.3%,66,2.0%,89,14.5%,0,0.0%,86,18.8%
Jeff Green,31.2,CLE,Big,493,54,1.6%,22,0.7%,61,3.2%,0,1.3%,5,8.5%,0,0.0%,22,6.9%
James Harden,28.2,HOU,Combo,619,88,1.0%,88,2.8%,75,2.9%,50,2.3%,69,12.4%,0,0.0%,88,20.7%
Nene Hilario,35.1,HOU,Big,107,76,2.3%,37,0.9%,7,6.5%,29,5.9%,63,18.2%,0,0.0%,49,25.0%
George Hill,31.5,CLE,Combo,555,75,0.8%,31,0.8%,25,4.1%,75,2.7%,13,5.6%,0,0.0%,0,0.0%
Jrue Holiday,27.4,NOP,Combo,347,69,0.7%,44,1.2%,88,2.7%,69,2.6%,50,10.3%,0,0.0%,100,42.9%
Rodney Hood,25.0,CLE,Wing,228,71,1.0%,43,1.0%,6,5.2%,91,3.1%,60,9.9%,0,0.0%,40,7.7%
Al Horford,31.4,BOS,Big,677,56,1.8%,66,1.3%,100,2.1%,15,5.0%,68,18.8%,0,0.0%,59,29.7%
Serge Ibaka,28.1,TOR,Big,258,80,2.6%,2,0.2%,73,3.1%,37,6.1%,61,18.1%,0,0.0%,61,30.0%
Andre Iguodala,33.8,GSW,Wing,400,66,0.9%,89,2.4%,69,3.0%,86,3.0%,74,12.8%,0,0.0%,97,23.5%
Ersan Ilyasova,30.5,PHI,Big,231,32,1.1%,59,1.3%,41,4.5%,73,10.0%,76,19.0%,95,10.0%,56,29.4%
Joe Ingles,30.1,UTA,Wing,379,20,0.3%,14,0.7%,57,3.3%,43,1.4%,63,10.6%,0,0.0%,49,10.0%
LeBron James,32.8,CLE,Forward,912,67,1.4%,60,1.5%,93,2.1%,73,3.7%,93,19.2%,80,2.1%,33,24.4%
James Johnson,30.7,MIA,Big,160,61,1.9%,80,1.6%,39,4.6%,5,1.9%,44,16.3%,0,0.0%,24,8.3%
Cory Joseph,26.2,IND,Combo,130,81,0.9%,94,3.1%,56,3.4%,38,1.9%,75,12.7%,0,0.0%,0,0.0%
Kyle Korver,36.6,CLE,Wing,496,77,1.0%,31,0.8%,34,3.8%,34,1.3%,51,9.2%,0,0.0%,91,21.7%
Shane Larkin,25.1,BOS,Combo,150,0,0.0%,50,1.5%,13,4.3%,6,0.7%,19,7.6%,0,0.0%,0,0.0%
Damian Lillard,27.3,POR,Point,162,0,0.0%,15,1.3%,92,1.9%,38,1.7%,46,11.4%,0,0.0%,0,0.0%
Shaun Livingston,32.1,GSW,Combo,347,19,0.1%,19,0.8%,31,3.9%,88,3.3%,31,9.2%,0,0.0%,81,11.8%
Kevon Looney,21.7,GSW,Big,360,29,1.1%,78,1.6%,10,6.2%,78,10.5%,12,11.3%,100,15.4%,17,5.3%
Kevin Love,29.1,CLE,Big,655,12,0.7%,44,1.1%,56,3.5%,51,7.9%,95,27.9%,78,4.2%,78,35.7%
Kyle Lowry,31.6,TOR,Point,359,0,0.0%,69,1.9%,54,3.2%,8,0.6%,54,13.0%,0,0.0%,0,0.0%
Thon Maker,20.7,MIL,Big,128,100,4.8%,29,0.8%,5,6.6%,10,4.2%,34,14.3%,98,14.3%,0,0.0%
Luc Mbah a Moute,31.1,HOU,Forward,130,80,1.6%,87,1.7%,80,2.4%,53,2.2%,80,16.2%,0,0.0%,0,0.0%
CJ McCollum,26.1,POR,Wing,155,29,0.3%,54,1.4%,74,3.0%,0,0.0%,6,5.6%,0,0.0%,77,16.7%
TJ McConnell,25.6,PHI,Point,152,0,0.0%,54,1.7%,23,3.7%,92,3.4%,31,11.2%,0,0.0%,85,8.3%
JaVale McGee,29.8,GSW,Big,145,95,3.5%,39,1.0%,12,6.1%,98,12.1%,32,14.1%,0,0.0%,0,0.0%
Khris Middleton,26.2,MIL,Forward,274,53,1.0%,27,1.1%,7,4.7%,0,0.5%,20,11.7%,0,0.0%,93,40.0%
CJ Miles,30.6,TOR,Wing,225,51,0.7%,60,1.4%,37,3.8%,77,2.8%,40,9.0%,0,0.0%,0,0.0%
Darius Miller,27.6,NOP,Forward,146,0,0.0%,53,1.5%,73,2.7%,33,1.4%,13,9.8%,0,0.0%,40,25.0%
Patty Mills,29.2,SAS,Combo,164,25,0.3%,25,0.8%,19,4.2%,13,1.2%,6,5.6%,0,0.0%,0,0.0%
Nikola Mirotic,26.7,NOP,Big,319,59,1.8%,68,1.3%,68,3.2%,7,3.0%,85,21.7%,0,0.0%,54,28.6%
Donovan Mitchell,21.1,UTA,Combo,409,56,0.5%,63,1.7%,50,3.5%,56,2.4%,81,13.1%,0,0.0%,0,0.0%
E'Twaun Moore,28.7,NOP,Wing,281,14,0.2%,20,0.8%,86,2.6%,46,1.5%,9,5.6%,94,8.3%,0,0.0%
Marcus Morris,28.2,BOS,Forward,555,27,0.5%,0,0.6%,33,4.4%,60,3.5%,40,14.3%,0,0.0%,80,34.4%
Markieff Morris,28.2,WAS,Big,180,41,1.5%,41,1.0%,27,5.1%,56,8.0%,59,18.1%,0,0.0%,68,33.3%
Larry Nance Jr.,24.8,CLE,Big,273,78,2.3%,100,2.4%,37,4.6%,95,12.0%,49,16.5%,0,0.0%,51,27.8%
Royce O'Neale,24.4,UTA,Wing,254,57,0.8%,77,1.7%,9,5.1%,31,1.2%,83,13.3%,0,0.0%,89,20.0%
Semi Ojeleye,22.9,BOS,Forward,206,0,0.0%,7,0.7%,20,4.5%,47,2.1%,33,12.1%,0,0.0%,13,10.5%
Victor Oladipo,25.5,IND,Wing,256,49,0.7%,97,3.1%,100,1.8%,37,1.3%,100,22.6%,0,0.0%,49,10.0%
Kelly Olynyk,26.5,MIA,Big,145,73,2.1%,85,2.1%,32,4.8%,17,5.3%,7,9.6%,0,0.0%,27,11.8%
Kelly Oubre,21.9,WAS,Wing,143,83,1.1%,80,1.9%,17,4.6%,17,0.8%,86,13.7%,0,0.0%,100,25.0%
Jabari Parker,22.6,MIL,Big,166,51,1.6%,83,2.0%,44,4.3%,24,5.5%,71,18.8%,0,0.0%,37,18.8%
Chris Paul,32.5,HOU,Point,515,54,0.4%,92,2.6%,15,3.8%,31,1.7%,77,17.1%,0,0.0%,69,4.8%
Jakob Poeltl,22.0,TOR,Big,125,39,1.2%,49,1.1%,0,7.8%,80,10.8%,39,15.5%,0,0.0%,93,60.0%
Otto Porter,24.4,WAS,Forward,158,93,1.7%,80,1.7%,100,1.7%,20,0.7%,67,15.3%,0,0.0%,100,42.9%
JJ Redick,33.4,PHI,Wing,342,11,0.2%,37,1.0%,80,2.6%,26,0.9%,0,3.4%,0,0.0%,29,3.6%
Josh Richardson,24.1,MIA,Wing,128,97,1.9%,100,3.7%,3,5.7%,97,3.3%,29,8.3%,0,0.0%,40,7.7%
Rajon Rondo,31.7,NOP,Point,302,46,0.3%,62,1.8%,85,2.5%,85,3.1%,85,17.3%,0,0.0%,100,55.6%
Derrick Rose,29.1,MIN,Wing,113,0,0.0%,23,0.8%,63,3.1%,29,1.0%,23,7.5%,0,0.0%,0,0.0%
Terry Rozier,23.6,BOS,Combo,687,44,0.5%,56,1.6%,94,2.4%,25,1.2%,94,14.4%,0,0.0%,69,3.0%
Ricky Rubio,27.0,UTA,Point,180,77,0.9%,77,1.9%,62,3.1%,77,2.8%,92,20.4%,0,0.0%,0,0.0%
Domantas Sabonis,21.5,IND,Big,156,15,0.8%,10,0.3%,20,5.5%,54,7.9%,17,12.5%,90,7.1%,39,20.0%
Dario Saric,23.6,PHI,Big,328,7,0.6%,63,1.3%,59,3.4%,66,9.3%,20,12.7%,83,4.5%,32,16.7%
Mike Scott,29.3,WAS,Big,123,2,0.4%,24,0.7%,71,3.2%,20,5.4%,15,11.7%,0,0.0%,29,14.3%
Pascal Siakam,23.6,TOR,Big,159,68,2.0%,7,0.3%,2,6.7%,39,6.2%,51,16.9%,0,0.0%,0,0.0%
Ben Simmons,21.3,PHI,Combo,368,94,1.0%,75,1.9%,81,2.8%,100,4.0%,100,21.0%,100,3.1%,94,40.9%
Marcus Smart,23.7,BOS,Wing,443,86,1.2%,91,2.7%,31,4.2%,83,2.9%,46,9.1%,91,4.3%,80,18.2%
JR Smith,32.1,CLE,Wing,705,26,0.3%,57,1.4%,49,3.4%,40,1.4%,17,7.3%,89,2.8%,57,11.1%
Tony Snell,26.0,MIL,Wing,129,94,1.7%,51,1.1%,54,3.3%,20,0.9%,54,9.4%,0,0.0%,0,0.0%
Lance Stephenson,27.2,IND,Wing,139,34,0.4%,3,0.3%,0,5.9%,71,2.6%,77,13.0%,0,0.0%,57,11.1%
Jayson Tatum,19.7,BOS,Forward,674,33,0.8%,67,1.6%,67,2.9%,27,1.4%,27,11.8%,87,2.6%,7,4.7%
Jeff Teague,29.4,MIN,Point,152,62,0.7%,8,0.9%,0,5.7%,62,2.0%,23,10.6%,0,0.0%,0,0.0%
Klay Thompson,27.7,GSW,Wing,790,31,0.4%,34,0.9%,83,2.6%,49,1.5%,34,8.9%,0,0.0%,37,7.1%
Tristan Thompson,26.6,CLE,Big,398,27,1.1%,5,0.2%,93,2.4%,85,11.1%,46,16.4%,0,0.0%,46,23.8%
Karl-Anthony Towns,22.0,MIN,Big,169,44,1.5%,20,0.5%,80,2.9%,71,9.9%,98,28.2%,0,0.0%,93,60.0%
PJ Tucker,32.5,HOU,Forward,567,60,1.3%,20,0.9%,53,3.5%,87,4.2%,73,15.9%,0,0.0%,60,26.1%
Myles Turner,21.6,IND,Big,195,34,1.2%,15,0.5%,15,5.5%,12,4.3%,29,14.1%,0,0.0%,61,30.0%
Jonas Valanciunas,25.5,TOR,Big,243,90,3.2%,27,0.7%,88,2.5%,100,13.6%,100,28.7%,0,0.0%,98,77.8%
Fred VanVleet,23.7,TOR,Combo,109,0,0.0%,0,0.0%,69,3.1%,0,0.0%,56,11.2%,0,0.0%,0,0.0%
Dwyane Wade,35.8,MIA,Combo,126,31,0.4%,81,2.3%,44,3.6%,63,2.4%,88,13.7%,0,0.0%,0,0.0%
John Wall,27.2,WAS,Point,233,100,1.8%,100,2.7%,77,2.7%,15,0.9%,69,15.2%,0,0.0%,0,0.0%
David West,37.2,GSW,Big,168,88,3.0%,76,1.6%,17,5.5%,32,6.0%,41,15.9%,0,0.0%,0,0.0%
Russell Westbrook,29.0,OKC,Point,235,0,0.0%,46,1.6%,38,3.5%,100,4.4%,100,22.9%,0,0.0%,92,45.5%
Andrew Wiggins,22.7,MIN,Wing,163,46,0.6%,9,0.6%,43,3.6%,94,3.2%,69,12.2%,0,0.0%,0,0.0%
Justise Winslow,21.6,MIA,Forward,122,100,1.7%,47,1.4%,0,5.2%,100,5.4%,53,14.8%,100,8.3%,87,36.8%
Delon Wright,25.5,TOR,Combo,195,100,1.9%,100,3.3%,100,1.9%,31,1.6%,44,10.1%,0,0.0%,0,0.0%
Nick Young,32.4,GSW,Wing,159,0,0.0%,0,0.0%,20,4.6%,14,0.6%,3,3.4%,0,0.0%,0,0.0%
Thaddeus Young,29.4,IND,Big,232,46,1.5%,90,2.2%,54,3.8%,68,9.5%,27,13.8%,93,7.7%,68,33.3%
