Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Shai Gilgeous-Alexander,21.3,OKC,Wing,2411,51,80.6%,86,13.1%,96,2.8%,56,23.3%
Rudy Gobert,27.3,UTA,Big,2331,17,62.9%,98,25.7%,95,3.5%,26,18.8%
Brandon Goodwin,24.1,ATL,Combo,392,98,92.3%,39,6.7%,52,1.3%,64,25.0%
Aaron Gordon,24.1,ORL,Forward,2017,15,67.4%,73,12.5%,95,2.0%,63,25.7%
Eric Gordon,30.9,HOU,Wing,1016,36,76.6%,70,10.1%,75,1.3%,77,30.0%
Devonte' Graham,24.7,CHA,Point,2206,53,82.0%,51,8.2%,86,3.0%,61,25.3%
Treveon Graham,26.0,ATL,Forward,246,0,47.4%,79,13.2%,21,0.7%,45,22.2%
Treveon Graham,26.0,MIN,Forward,640,27,71.4%,49,9.2%,25,0.7%,23,17.6%
Jerami Grant,25.6,DEN,Big,1860,56,75.0%,71,13.9%,45,1.5%,79,33.7%
Danny Green,32.4,LAL,Wing,1684,14,68.8%,9,3.3%,28,0.7%,58,25.0%
Draymond Green,29.7,GSW,Big,1221,61,75.9%,43,9.8%,32,1.3%,56,27.3%
JaMychal Green,29.4,LAC,Big,1248,70,77.8%,12,5.5%,9,0.6%,15,15.8%
Javonte Green,26.3,BOS,Wing,374,16,69.0%,87,13.5%,40,0.8%,16,14.3%
Jeff Green,33.2,HOU,Forward,390,93,88.5%,20,6.8%,51,1.0%,31,20.0%
Jeff Green,33.2,UTA,Forward,545,43,77.8%,91,14.4%,48,1.0%,9,9.7%
Blake Griffin,30.6,DET,Big,512,69,77.6%,77,15.9%,96,3.6%,54,26.7%
Marko Guduric,24.7,MEM,Wing,397,0,100.0%,30,5.6%,77,1.4%,99,57.1%
Rui Hachimura,21.7,WAS,Big,1437,90,83.3%,53,10.8%,39,1.4%,20,17.2%
Tim Hardaway Jr.,27.6,DAL,Wing,2090,60,81.8%,44,7.3%,79,1.4%,58,25.0%
James Harden,30.2,HOU,Point,2482,83,86.5%,100,18.5%,90,3.2%,53,22.7%
Maurice Harkless,26.5,NYK,Wing,285,0,62.5%,94,14.9%,2,0.3%,30,18.2%
Maurice Harkless,26.5,LAC,Forward,1131,0,57.1%,41,8.7%,12,0.6%,31,20.0%
Montrezl Harrell,25.8,LAC,Big,1724,27,66.3%,92,20.0%,63,1.9%,89,38.5%
Gary Harris,25.1,DEN,Wing,1779,63,82.4%,48,7.8%,33,0.7%,72,27.9%
Joe Harris,28.2,BKN,Wing,2122,19,71.9%,16,4.0%,44,0.8%,44,21.9%
Tobias Harris,27.3,PHI,Forward,2468,60,80.4%,37,8.4%,60,1.1%,84,31.7%
Shaquille Harrison,26.1,CHI,Wing,441,38,76.9%,84,12.8%,63,1.1%,10,10.0%
Josh Hart,24.7,NOP,Forward,1725,32,73.9%,45,9.1%,44,1.0%,49,23.5%
Isaiah Hartenstein,21.5,HOU,Big,228,0,66.7%,79,16.1%,71,2.0%,96,60.0%
Jaxson Hayes,19.4,NOP,Big,1029,19,64.1%,100,29.1%,52,1.7%,43,24.2%
Gordon Hayward,29.6,BOS,Forward,1737,90,85.2%,39,8.5%,80,1.6%,61,25.4%
John Henson,28.8,DET,Big,188,0,46.2%,27,7.4%,54,1.7%,48,25.0%
John Henson,28.8,CLE,Big,405,1,48.4%,32,8.1%,87,2.7%,67,30.0%
Juan Hernangomez,24.1,MIN,Big,407,14,60.9%,68,13.7%,57,1.7%,27,19.0%
Juan Hernangomez,24.1,DEN,Forward,370,0,64.0%,81,13.6%,61,1.1%,39,21.4%
Willy Hernangomez,25.4,CHA,Big,320,30,67.5%,61,12.7%,74,2.2%,21,17.6%
Tyler Herro,19.8,MIA,Combo,1460,87,87.0%,21,5.7%,50,1.3%,15,13.9%
Mario Hezonja,24.7,POR,Forward,803,72,81.6%,68,11.4%,43,1.0%,31,20.0%
Buddy Hield,26.9,SAC,Wing,2201,79,84.6%,14,3.9%,54,1.0%,35,19.6%
George Hill,33.5,MIL,Combo,1264,58,83.8%,45,7.3%,65,1.6%,12,13.8%
Solomon Hill,28.6,MIA,Forward,183,0,87.5%,85,14.0%,67,1.2%,72,28.6%
Solomon Hill,28.6,MEM,Forward,874,17,67.9%,5,4.3%,33,0.8%,0,0.0%
Aaron Holiday,23.1,IND,Point,1552,68,85.3%,31,5.6%,39,1.3%,63,25.8%
Jrue Holiday,29.4,NOP,Combo,2115,8,70.9%,53,7.6%,45,1.2%,83,29.6%
Justin Holiday,30.6,IND,Wing,1805,48,80.3%,22,4.5%,41,0.8%,52,22.7%
Rondae Hollis-Jefferson,24.8,TOR,Big,1092,43,73.0%,86,17.9%,51,1.6%,29,19.7%
Richaun Holmes,26.0,SAC,Big,1229,73,78.8%,71,14.2%,54,1.7%,23,18.2%
Rodney Hood,27.0,POR,Forward,618,43,77.8%,36,8.2%,39,0.9%,31,20.0%
Al Horford,33.4,PHI,Big,2022,62,75.9%,7,4.0%,36,1.3%,60,27.6%
Danuel House,26.4,HOU,Forward,1875,70,81.6%,24,7.0%,7,0.5%,25,17.9%
Dwight Howard,33.9,LAL,Big,1266,2,50.2%,99,27.2%,97,3.7%,48,25.0%
Kevin Huerter,21.2,ATL,Wing,1755,73,83.9%,17,4.0%,27,0.7%,57,24.0%
DeAndre Hunter,21.9,ATL,Forward,2007,38,76.4%,48,9.2%,49,1.0%,37,20.9%
Chandler Hutchison,23.5,CHI,Forward,517,2,60.0%,99,18.3%,68,1.2%,41,21.6%
Serge Ibaka,30.1,TOR,Big,1476,40,71.8%,34,8.4%,30,1.3%,71,30.5%
Andre Iguodala,35.8,MIA,Forward,412,0,40.0%,32,7.7%,28,0.7%,72,28.6%
Ersan Ilyasova,32.5,MIL,Big,970,86,82.4%,45,10.0%,27,1.2%,33,21.2%
Joe Ingles,32.1,UTA,Forward,2131,50,78.7%,9,5.1%,83,1.6%,20,17.2%
Brandon Ingram,22.2,NOP,Forward,2102,88,85.1%,88,14.2%,97,2.4%,65,26.0%
Kyrie Irving,27.6,BKN,Point,657,98,92.2%,55,8.4%,92,3.4%,37,18.9%
Jonathan Isaac,22.1,ORL,Big,973,71,77.9%,48,10.4%,58,1.7%,55,27.0%
Wes Iwundu,24.9,ORL,Forward,911,62,80.4%,93,16.9%,19,0.7%,12,14.3%
Frank Jackson,21.5,NOP,Point,734,33,78.5%,57,8.5%,29,1.2%,65,25.9%
Jaren Jackson,20.1,MEM,Big,1620,55,74.6%,45,10.0%,83,2.4%,33,21.0%
Josh Jackson,22.7,MEM,Forward,365,8,66.7%,72,12.4%,79,1.5%,55,23.8%
Justin Jackson,24.6,DAL,Forward,968,87,84.8%,15,5.6%,55,1.0%,16,16.7%
Reggie Jackson,29.5,DET,Point,380,35,78.8%,22,4.5%,69,2.1%,98,66.7%
Reggie Jackson,29.5,LAC,Combo,344,0,90.5%,30,6.3%,41,1.1%,91,37.5%
Justin James,22.8,SAC,Wing,181,0,25.0%,1,1.9%,70,1.2%,0,0.0%
LeBron James,34.8,LAL,Forward,2315,20,69.3%,76,13.0%,99,2.5%,91,37.0%
DaQuan Jeffries,22.2,SAC,Wing,105,0,83.3%,73,10.3%,6,0.4%,0,0.0%
Ty Jerome,22.3,PHX,Combo,273,0,78.6%,2,2.2%,20,0.9%,0,0.0%
Cameron Johnson,23.7,PHX,Forward,1231,63,80.7%,12,5.4%,17,0.7%,93,40.9%
James Johnson,32.7,MIN,Big,338,31,67.6%,63,12.9%,4,0.4%,38,22.2%
James Johnson,32.7,MIA,Big,268,0,57.1%,39,9.4%,7,0.5%,48,25.0%
Keldon Johnson,19.9,SAS,Forward,281,80,83.3%,97,18.1%,36,0.9%,49,23.5%
Stanley Johnson,23.4,TOR,Forward,109,0,53.8%,59,10.2%,29,0.8%,31,20.0%
Tyler Johnson,27.5,BKN,Wing,192,0,100.0%,51,8.2%,64,1.1%,0,0.0%
Tyler Johnson,27.5,PHX,Combo,514,25,75.0%,41,7.1%,12,0.8%,0,0.0%
Nikola Jokic,24.7,DEN,Big,2334,84,81.7%,38,9.3%,100,4.5%,45,24.3%
Damian Jones,24.3,ATL,Big,851,44,73.1%,85,17.7%,61,1.8%,11,13.9%
Tyus Jones,23.5,MEM,Point,1193,23,74.1%,14,3.7%,10,0.8%,12,6.3%
Derrick Jones Jr.,22.7,MIA,Forward,1351,42,77.3%,89,14.3%,57,1.1%,64,25.9%
DeAndre Jordan,31.3,BKN,Big,1233,35,68.0%,76,15.4%,85,2.5%,86,36.7%
Cory Joseph,28.2,SAC,Combo,1721,64,85.5%,33,6.4%,44,1.2%,48,22.2%
Frank Kaminsky,26.6,PHX,Big,761,32,67.8%,60,12.3%,42,1.4%,36,22.0%
Enes Kanter,27.4,BOS,Big,973,41,72.2%,57,11.5%,63,1.9%,62,27.9%
Luke Kennard,23.4,DET,Wing,921,94,89.2%,39,6.1%,71,1.3%,15,13.6%
Michael Kidd-Gilchrist,26.1,CHA,Big,137,0,71.4%,18,6.4%,33,1.3%,75,33.3%
Michael Kidd-Gilchrist,26.1,DAL,Big,109,0,80.0%,95,21.4%,0,0.0%,75,33.3%
Maxi Kleber,27.8,DAL,Big,1885,94,84.9%,29,7.8%,18,0.9%,75,33.3%
Brandon Knight,27.9,DET,Point,218,0,76.2%,12,3.6%,94,3.6%,0,0.0%
Brandon Knight,27.9,CLE,Wing,212,0,30.8%,3,2.7%,98,3.5%,97,50.0%
Kevin Knox,20.2,NYK,Forward,1064,13,67.4%,60,10.4%,69,1.2%,8,9.5%
John Konchar,23.6,MEM,Wing,131,0,100.0%,10,3.4%,56,1.0%,100,100.0%
Furkan Korkmaz,22.3,PHI,Wing,1537,30,75.5%,43,6.7%,60,1.0%,29,17.9%
Luke Kornet,24.3,CHI,Big,534,0,70.8%,14,5.9%,24,1.1%,23,18.2%
Kyle Korver,38.6,MIL,Wing,887,77,84.2%,5,2.9%,43,0.8%,58,25.0%
Rodions Kurucs,21.7,BKN,Forward,624,5,63.9%,19,6.5%,52,1.0%,27,18.2%
Kyle Kuzma,24.3,LAL,Forward,1486,33,74.3%,64,11.0%,9,0.6%,52,23.7%
Zach LaVine,24.6,CHI,Wing,2085,52,80.7%,75,10.9%,92,1.9%,55,23.2%
Skal Labissiere,23.6,POR,Big,538,68,77.4%,36,8.6%,31,1.3%,6,7.7%
Jeremy Lamb,27.4,IND,Wing,1291,70,83.6%,67,9.8%,56,1.0%,27,17.6%
Romeo Langford,20.0,BOS,Wing,319,0,70.6%,44,7.1%,26,0.7%,0,0.0%
Jake Layman,25.7,MIN,Forward,498,35,75.0%,47,9.1%,15,0.6%,89,35.3%
Caris LeVert,25.2,BKN,Combo,1329,11,71.3%,82,11.4%,83,1.9%,85,30.0%
TJ Leaf,22.5,IND,Big,175,0,45.5%,11,5.4%,42,1.4%,48,25.0%
Courtney Lee,34.1,DAL,Wing,300,0,85.7%,19,4.2%,3,0.3%,84,33.3%
Damion Lee,27.0,GSW,Combo,1381,81,86.8%,44,7.2%,82,1.8%,42,21.1%
