Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Lonzo Ball,21.0,LAL,Point,1401,76,0.6%,83,2.0%,48,3.1%,93,3.6%,87,12.4%,78,1.0%,85,9.4%
Mohamed Bamba,20.5,ORL,Big,745,97,4.3%,21,0.8%,27,5.2%,47,7.8%,72,20.8%,0,0.0%,45,26.8%
J.J. Barea,34.3,DAL,Combo,744,0,0.0%,27,1.1%,81,2.4%,47,1.8%,75,11.3%,0,0.0%,32,2.4%
Harrison Barnes,26.4,SAC,Forward,948,8,0.1%,15,0.7%,97,1.7%,18,1.9%,52,12.9%,70,1.6%,41,17.0%
Harrison Barnes,26.4,DAL,Forward,1569,18,0.3%,25,0.9%,94,1.9%,31,2.3%,17,9.7%,59,0.9%,52,18.8%
Will Barton,27.8,DEN,Wing,1189,85,0.9%,4,0.6%,65,2.9%,66,2.5%,85,13.6%,92,3.6%,87,18.6%
Keita Bates-Diop,22.8,MIN,Wing,454,94,1.4%,67,1.5%,91,2.3%,77,3.1%,84,13.4%,0,0.0%,58,9.1%
Nicolas Batum,29.9,CHA,Wing,2338,82,0.9%,52,1.3%,87,2.4%,76,2.9%,77,12.3%,75,2.0%,96,33.0%
Jerryd Bayless,30.2,MIN,Point,637,9,0.2%,28,1.2%,31,3.6%,35,1.8%,28,8.6%,0,0.0%,54,2.9%
Aron Baynes,31.9,BOS,Big,810,67,2.1%,10,0.6%,23,5.5%,81,10.6%,43,16.9%,0,0.0%,25,21.4%
Kent Bazemore,29.3,ATL,Wing,1639,91,1.2%,90,2.2%,24,4.0%,50,2.1%,81,12.9%,60,0.9%,67,10.4%
Bradley Beal,25.3,WAS,Wing,3025,84,0.9%,79,1.7%,67,2.9%,77,2.9%,55,10.6%,64,1.2%,49,7.8%
Malik Beasley,21.9,DEN,Wing,1789,18,0.3%,43,1.2%,83,2.6%,40,1.8%,22,8.3%,0,0.0%,65,10.0%
Michael Beasley,29.8,LAL,Big,254,61,1.9%,72,1.3%,7,6.6%,27,4.9%,37,16.2%,0,0.0%,3,9.1%
Marco Belinelli,32.6,SAS,Wing,1796,7,0.2%,13,0.8%,73,2.8%,4,0.8%,37,9.4%,0,0.0%,66,10.3%
Jordan Bell,23.8,GSW,Big,615,91,3.2%,47,1.1%,53,4.1%,52,8.0%,31,15.4%,85,6.7%,21,20.0%
DeAndre' Bembry,24.3,ATL,Wing,1873,88,1.1%,87,2.2%,27,3.8%,74,2.8%,95,15.3%,0,0.0%,69,11.0%
Dragan Bender,21.0,PHX,Big,776,43,1.4%,34,0.9%,37,4.5%,17,4.0%,33,15.6%,0,0.0%,70,36.8%
Dairis Bertans,29.1,NOP,Wing,150,0,0.0%,1,0.3%,99,1.4%,2,0.6%,0,4.3%,0,0.0%,0,0.0%
Davis Bertans,26.0,SAS,Big,1594,25,1.0%,37,1.0%,69,3.5%,2,1.4%,20,13.8%,58,3.1%,36,24.4%
Patrick Beverley,30.3,LAC,Combo,2121,86,1.0%,46,1.3%,2,5.2%,83,3.4%,88,13.9%,97,5.1%,76,7.2%
Khem Birch,26.1,ORL,Big,556,79,2.5%,45,1.0%,32,4.9%,89,12.3%,39,16.4%,79,5.9%,35,23.8%
Bismack Biyombo,26.2,CHA,Big,755,82,2.6%,9,0.6%,29,5.1%,80,10.5%,69,20.1%,58,3.1%,79,41.2%
Nemanja Bjelica,30.5,SAC,Big,1795,47,1.5%,66,1.3%,49,4.2%,42,7.0%,41,16.7%,40,1.6%,54,29.8%
Antonio Blakeney,22.1,CHI,Wing,709,47,0.6%,6,0.7%,94,2.3%,7,0.8%,78,12.5%,0,0.0%,65,10.0%
Eric Bledsoe,28.9,MIL,Point,2266,65,0.6%,89,2.1%,72,2.6%,91,3.5%,72,11.2%,93,3.6%,72,4.7%
Jaron Blossomgame,25.1,CLE,Big,417,25,1.0%,19,0.8%,99,2.2%,36,6.0%,40,16.6%,0,0.0%,10,14.3%
Bogdan Bogdanovic,26.2,SAC,Wing,1944,28,0.4%,72,1.6%,68,2.9%,42,1.9%,42,9.8%,74,1.9%,64,9.8%
Bojan Bogdanovic,29.5,IND,Forward,2547,6,0.0%,45,1.2%,89,2.2%,10,1.3%,24,10.5%,0,0.0%,77,27.6%
Andrew Bogut,33.9,GSW,Big,126,92,3.2%,49,1.1%,6,6.8%,45,7.5%,97,29.6%,100,50.0%,62,33.3%
Jonah Bolden,22.8,PHI,Big,567,88,3.0%,59,1.2%,13,6.0%,45,7.5%,35,16.0%,0,0.0%,73,38.9%
Devin Booker,22.0,PHX,Combo,2239,25,0.3%,24,1.1%,46,3.3%,49,1.8%,64,10.3%,71,0.9%,63,5.8%
Avery Bradley,27.9,MEM,Wing,442,0,0.0%,57,1.4%,50,3.3%,41,1.9%,23,8.4%,0,0.0%,29,4.0%
Avery Bradley,27.9,LAC,Wing,1462,43,0.5%,12,0.8%,28,3.8%,65,2.5%,6,6.3%,0,0.0%,21,2.7%
Corey Brewer,32.7,SAC,Wing,332,68,0.8%,93,2.4%,9,5.3%,96,5.4%,45,10.0%,98,5.0%,77,14.3%
Corey Brewer,32.7,PHI,Forward,120,0,0.0%,99,3.0%,8,4.7%,41,2.8%,6,8.0%,0,0.0%,0,0.0%
Mikal Bridges,22.2,PHX,Wing,2354,69,0.8%,91,2.2%,38,3.6%,55,2.3%,26,8.5%,0,0.0%,46,7.2%
Miles Bridges,20.6,CHA,Forward,1569,85,1.4%,63,1.5%,75,2.7%,80,4.1%,66,14.0%,0,0.0%,86,31.6%
Isaiah Briscoe,22.6,ORL,Point,456,17,0.2%,7,1.0%,2,5.3%,4,1.1%,81,12.0%,0,0.0%,0,0.0%
Ryan Broekhoff,28.2,DAL,Forward,391,31,0.5%,3,0.4%,42,3.6%,23,2.0%,27,10.7%,0,0.0%,21,10.3%
Malcolm Brogdon,25.9,MIL,Combo,1820,27,0.3%,25,1.1%,93,2.2%,88,3.6%,76,11.3%,78,1.1%,17,1.1%
Dillon Brooks,22.8,MEM,Forward,313,51,0.7%,52,1.3%,0,6.7%,35,2.6%,3,7.7%,85,3.6%,17,9.1%
MarShon Brooks,29.8,MEM,Wing,368,52,0.6%,35,1.1%,44,3.5%,78,3.1%,33,9.1%,98,5.0%,74,12.5%
Bruce Brown,22.2,DET,Wing,1406,92,1.3%,31,1.1%,7,5.4%,84,3.4%,33,9.1%,70,1.5%,43,6.9%
Jaylen Brown,22.0,BOS,Wing,1852,79,0.9%,70,1.6%,29,3.8%,83,3.4%,75,12.0%,91,3.5%,77,13.2%
Lorenzo Brown,28.2,TOR,Wing,147,93,1.4%,94,2.4%,9,5.1%,52,2.1%,58,10.9%,0,0.0%,0,0.0%
Sterling Brown,23.7,MIL,Wing,917,21,0.3%,30,1.1%,40,3.5%,65,2.5%,84,13.4%,0,0.0%,28,3.8%
Troy Brown,19.3,WAS,Wing,641,29,0.4%,36,1.1%,47,3.4%,94,4.9%,94,15.0%,0,0.0%,21,2.6%
Jalen Brunson,22.2,DAL,Point,1540,7,0.1%,15,1.0%,39,3.3%,11,1.4%,41,9.2%,80,1.0%,33,1.6%
Thomas Bryant,21.3,WAS,Big,1438,73,2.3%,16,0.7%,81,3.2%,46,7.6%,74,21.0%,0,0.0%,68,35.1%
Reggie Bullock,27.6,DET,Wing,1352,9,0.2%,10,0.8%,89,2.4%,21,1.3%,19,8.0%,96,3.9%,53,8.5%
Reggie Bullock,27.6,LAL,Wing,519,46,0.6%,48,1.3%,90,2.3%,1,0.2%,31,8.9%,83,2.6%,50,8.0%
Trey Burke,26.0,DAL,Point,407,24,0.2%,24,1.2%,81,2.4%,81,3.1%,2,5.2%,0,0.0%,0,0.0%
Trey Burke,26.0,NYK,Point,677,39,0.4%,35,1.3%,100,1.8%,48,1.9%,7,6.8%,0,0.0%,43,2.2%
Alec Burks,27.3,CLE,Wing,954,75,0.9%,34,1.1%,74,2.8%,67,2.6%,97,16.6%,78,2.2%,94,26.8%
Alec Burks,27.3,UTA,Wing,255,72,0.8%,15,0.8%,55,3.0%,17,1.2%,21,8.2%,0,0.0%,95,27.8%
Alec Burks,27.3,SAC,Wing,111,30,0.4%,100,3.1%,89,2.3%,12,1.0%,89,13.9%,0,0.0%,58,9.1%
Deonte Burton,24.8,OKC,Forward,220,92,1.9%,35,1.0%,3,5.2%,14,1.6%,23,10.5%,0,0.0%,0,0.0%
Jimmy Butler,29.1,PHI,Forward,1823,52,0.8%,97,2.3%,96,1.9%,92,6.1%,20,9.7%,0,0.0%,10,3.4%
Jimmy Butler,29.1,MIN,Wing,361,90,1.2%,99,2.8%,99,1.6%,91,4.1%,48,10.1%,0,0.0%,0,0.0%
Bruno Caboclo,23.1,MEM,Forward,783,96,2.0%,20,0.8%,21,4.1%,86,4.7%,61,13.8%,100,8.7%,20,9.8%
Jose Calderon,37.1,DET,Combo,580,24,0.3%,42,1.2%,20,4.4%,20,1.3%,25,8.0%,0,0.0%,47,4.7%
Kentavious Caldwell-Pope,25.7,LAL,Wing,1989,23,0.3%,65,1.5%,81,2.6%,55,2.2%,34,9.2%,70,1.6%,23,2.9%
Isaiah Canaan,27.4,PHX,Combo,500,0,0.0%,29,1.1%,32,3.9%,10,1.1%,39,9.0%,0,0.0%,39,3.7%
Clint Capela,24.5,HOU,Big,2244,75,2.3%,24,0.9%,86,3.0%,94,13.4%,88,24.3%,52,2.5%,34,23.5%
DeMarre Carroll,32.3,BKN,Forward,1696,14,0.3%,14,0.7%,76,2.6%,70,4.0%,73,14.9%,54,0.9%,55,19.8%
Jevon Carter,23.1,MEM,Combo,533,81,0.8%,81,1.8%,27,4.1%,54,2.0%,44,9.2%,0,0.0%,0,0.0%
Vince Carter,41.8,ATL,Big,1322,28,1.0%,77,1.4%,46,4.2%,5,2.0%,2,10.1%,50,2.3%,44,26.4%
Wendell Carter,19.5,CHI,Big,1102,85,2.8%,43,1.0%,25,5.4%,46,7.7%,63,19.6%,59,3.2%,25,21.4%
Michael Carter-Williams,27.1,ORL,Combo,222,100,2.3%,83,1.9%,37,3.7%,100,7.2%,100,18.1%,0,0.0%,81,8.3%
Alex Caruso,24.7,LAL,Combo,502,71,0.7%,90,2.0%,19,4.4%,93,4.0%,31,8.3%,0,0.0%,71,6.5%
Omri Casspi,30.4,MEM,Forward,492,68,1.0%,79,1.7%,66,2.8%,66,3.8%,94,18.2%,0,0.0%,48,18.2%
Willie Cauley-Stein,25.2,SAC,Big,2222,36,1.1%,92,1.8%,53,4.1%,48,7.9%,75,21.1%,43,1.9%,47,27.4%
Tyson Chandler,36.1,LAL,Big,785,46,1.5%,43,1.0%,60,3.7%,82,10.7%,68,20.1%,39,1.4%,24,20.5%
Wilson Chandler,31.5,LAC,Forward,210,46,0.7%,7,0.6%,4,5.1%,20,1.9%,93,17.8%,0,0.0%,63,23.5%
Wilson Chandler,31.5,PHI,Big,951,23,0.9%,40,1.0%,55,3.9%,25,4.8%,12,12.6%,73,5.0%,2,6.4%
Marquese Chriss,21.3,CLE,Big,394,22,0.9%,90,1.7%,8,6.4%,49,7.9%,66,19.9%,73,5.0%,88,46.4%
Gary Clark,24.0,HOU,Forward,522,99,2.5%,54,1.4%,48,3.5%,63,3.7%,59,13.7%,0,0.0%,61,22.6%
Ian Clark,27.7,NOP,Combo,944,47,0.4%,2,0.8%,34,3.8%,27,1.3%,10,7.1%,0,0.0%,29,1.9%
Jordan Clarkson,26.4,CLE,Combo,2179,32,0.3%,32,1.1%,97,1.9%,92,3.7%,36,8.9%,88,1.7%,58,5.1%
John Collins,21.1,ATL,Big,1819,29,1.0%,6,0.5%,58,3.8%,87,11.7%,59,18.6%,57,3.0%,78,41.0%
Zach Collins,21.0,POR,Big,1274,74,2.3%,17,0.7%,34,4.8%,51,8.0%,21,13.9%,79,5.9%,36,24.7%
Darren Collison,31.2,IND,Point,2143,19,0.2%,96,2.3%,70,2.6%,35,1.8%,44,9.3%,0,0.0%,39,1.9%
Mike Conley,31.1,MEM,Point,2341,52,0.5%,67,1.8%,87,2.3%,31,1.8%,46,9.3%,0,0.0%,0,0.0%
Pat Connaughton,25.8,MIL,Wing,1153,87,1.0%,38,1.2%,87,2.4%,94,5.1%,90,14.1%,0,0.0%,30,4.2%
Quinn Cook,25.6,GSW,Point,865,13,0.2%,2,0.7%,19,4.0%,20,1.6%,89,12.6%,0,0.0%,43,2.2%
DeMarcus Cousins,28.2,GSW,Big,753,86,2.8%,98,2.3%,34,4.8%,33,5.7%,82,22.7%,96,10.0%,73,38.7%
Robert Covington,27.9,MIN,Wing,748,96,1.5%,98,2.8%,20,4.3%,60,2.4%,87,13.7%,79,2.3%,60,9.4%
Robert Covington,27.9,PHI,Forward,439,100,2.5%,94,2.3%,25,3.9%,15,1.6%,35,11.4%,0,0.0%,37,14.8%
Allen Crabbe,26.6,BKN,Wing,1117,49,0.6%,19,0.9%,43,3.5%,23,1.3%,59,10.9%,71,1.6%,55,8.6%
Torrey Craig,27.9,DEN,Wing,1438,96,1.5%,29,1.0%,13,4.7%,97,5.7%,48,10.1%,100,6.9%,92,23.4%
Jamal Crawford,38.6,PHX,Point,1208,44,0.5%,19,1.1%,78,2.5%,0,0.7%,4,6.7%,0,0.0%,41,1.9%
Jae Crowder,28.3,UTA,Big,2158,14,0.7%,62,1.3%,82,3.1%,9,2.7%,15,13.1%,46,2.1%,46,27.1%
Dante Cunningham,31.5,SAS,Forward,834,54,0.8%,49,1.3%,45,3.5%,89,4.9%,65,14.0%,82,3.2%,76,27.5%
Seth Curry,28.2,POR,Wing,1362,35,0.4%,33,1.1%,70,2.8%,40,1.9%,7,6.5%,0,0.0%,16,1.4%
Stephen Curry,30.6,GSW,Point,2326,56,0.5%,59,1.7%,65,2.8%,61,2.1%,91,12.9%,0,0.0%,0,0.0%
Troy Daniels,27.3,PHX,Wing,706,18,0.3%,68,1.5%,22,4.2%,35,1.6%,25,8.4%,0,0.0%,16,2.0%
Anthony Davis,25.6,NOP,Big,1849,94,3.6%,94,2.0%,94,2.6%,68,9.3%,92,25.9%,53,2.5%,6,11.0%
Deyonta Davis,21.9,ATL,Big,117,68,2.1%,46,1.0%,70,3.5%,39,6.3%,47,17.2%,0,0.0%,92,50.0%
Ed Davis,29.4,BKN,Big,1443,37,1.2%,45,1.0%,14,5.9%,98,14.4%,98,30.1%,46,2.1%,95,51.4%
DeMar DeRozan,29.2,SAS,Wing,2687,62,0.7%,62,1.4%,78,2.7%,51,2.1%,91,14.3%,61,1.0%,93,24.6%
Dewayne Dedmon,29.2,ATL,Big,1603,70,2.2%,91,1.7%,30,5.0%,38,6.2%,79,22.0%,82,6.3%,75,39.3%
Sam Dekker,24.5,WAS,Forward,578,35,0.6%,86,2.1%,87,2.2%,97,7.0%,30,11.1%,94,5.0%,38,15.2%
Sam Dekker,24.5,CLE,Big,155,0,0.0%,100,2.8%,77,3.3%,35,6.0%,10,12.4%,0,0.0%,100,66.7%
Matthew Dellavedova,28.1,CLE,Wing,697,6,0.1%,7,0.7%,23,4.1%,3,0.7%,30,8.9%,85,2.7%,18,2.2%
Luol Deng,33.5,MIN,Forward,350,72,1.0%,55,1.4%,80,2.5%,82,4.3%,42,11.9%,0,0.0%,42,17.6%
Donte DiVincenzo,21.7,MIL,Wing,390,58,0.6%,48,1.3%,34,3.7%,88,3.8%,65,11.2%,0,0.0%,0,0.0%
Cheick Diallo,22.1,NOP,Big,850,58,1.8%,71,1.3%,32,4.8%,61,8.7%,91,25.1%,0,0.0%,84,43.6%
Hamidou Diallo,20.3,OKC,Wing,484,87,1.0%,60,1.4%,4,5.6%,98,7.1%,67,11.4%,0,0.0%,41,6.7%
Gorgui Dieng,28.8,MIN,Big,961,66,2.0%,95,2.0%,21,5.6%,47,7.7%,71,20.6%,42,1.7%,88,46.7%
Spencer Dinwiddie,25.6,BKN,Combo,1913,51,0.4%,8,0.9%,44,3.6%,24,1.3%,14,7.3%,0,0.0%,34,2.5%
Luka Doncic,19.7,DAL,Wing,2327,43,0.5%,62,1.4%,95,2.2%,87,3.7%,99,20.0%,0,0.0%,86,17.8%
Tyler Dorsey,22.7,ATL,Combo,195,19,0.3%,5,0.8%,36,3.8%,85,3.4%,92,14.8%,100,8.3%,66,6.3%
Tyler Dorsey,22.7,MEM,Wing,432,4,0.1%,11,0.8%,66,2.9%,89,3.8%,76,12.2%,96,4.2%,38,5.6%
Damyean Dotson,24.5,NYK,Wing,1957,11,0.2%,47,1.3%,72,2.8%,37,1.7%,57,10.8%,0,0.0%,63,9.6%
Goran Dragic,32.5,MIA,Point,990,28,0.3%,31,1.3%,50,3.1%,44,1.9%,31,9.0%,83,1.4%,69,3.9%
Andre Drummond,25.2,DET,Big,2640,86,2.8%,97,2.2%,60,3.7%,100,15.7%,99,30.2%,77,5.6%,92,50.0%
Jared Dudley,33.3,BKN,Forward,1199,44,0.6%,46,1.3%,15,4.4%,38,2.6%,15,9.2%,92,4.2%,24,11.1%
Kris Dunn,24.6,CHI,Combo,1389,80,0.8%,93,2.2%,8,4.9%,32,1.4%,83,12.5%,0,0.0%,44,4.1%
Kevin Durant,30.1,GSW,Forward,2698,87,1.5%,28,0.9%,90,2.1%,8,1.3%,79,15.1%,54,0.9%,58,20.9%
Henry Ellenson,21.8,NYK,Forward,176,0,0.0%,48,1.3%,7,4.8%,28,2.2%,89,16.7%,0,0.0%,100,52.9%
Wayne Ellington,30.9,MIA,Wing,508,19,0.3%,82,1.8%,60,3.0%,9,0.9%,17,7.9%,86,2.8%,62,9.5%
Wayne Ellington,30.9,DET,Wing,760,13,0.2%,78,1.7%,76,2.7%,13,1.0%,10,7.1%,0,0.0%,57,8.8%
Joel Embiid,24.6,PHI,Big,2155,84,2.8%,25,0.9%,75,3.4%,53,8.1%,95,28.6%,34,0.7%,91,48.7%
James Ennis,28.3,PHI,Wing,268,95,1.4%,1,0.5%,5,5.5%,99,7.8%,87,13.8%,97,4.5%,62,9.5%
James Ennis,28.3,HOU,Wing,916,74,0.9%,80,1.7%,12,4.8%,91,4.3%,27,8.5%,0,0.0%,72,11.8%
Jacob Evans,21.4,GSW,Wing,117,79,0.9%,65,1.5%,3,5.6%,92,4.4%,74,12.0%,0,0.0%,0,0.0%
Tyreke Evans,29.1,IND,Wing,1371,63,0.7%,83,1.9%,48,3.3%,57,2.3%,69,11.5%,82,2.5%,40,6.3%
Dante Exum,23.3,UTA,Combo,593,53,0.5%,7,0.9%,25,4.1%,66,2.3%,19,7.4%,90,2.7%,86,9.1%
Kenneth Faried,29.0,HOU,Big,577,50,1.6%,46,1.0%,28,5.1%,96,14.0%,68,20.1%,86,7.1%,55,30.0%
Derrick Favors,27.3,UTA,Big,1757,90,3.1%,72,1.3%,69,3.5%,88,11.9%,57,18.4%,54,2.8%,50,28.4%
Cristiano Felicio,26.3,CHI,Big,606,4,0.4%,17,0.7%,50,4.1%,84,11.1%,62,19.0%,0,0.0%,21,20.0%
Raymond Felton,34.3,OKC,Combo,368,73,0.7%,15,0.9%,49,3.2%,8,1.0%,15,7.3%,0,0.0%,0,0.0%
Terrance Ferguson,20.5,OKC,Wing,1923,31,0.4%,16,0.9%,11,4.8%,33,1.5%,2,5.6%,58,0.7%,23,2.9%
Yogi Ferrell,25.5,SAC,Combo,972,15,0.2%,59,1.4%,83,2.4%,19,1.2%,41,9.1%,0,0.0%,49,4.7%
Dorian Finney-Smith,25.5,DAL,Forward,1933,66,0.9%,59,1.5%,32,3.8%,94,6.5%,38,11.7%,96,5.5%,46,18.0%
Bryn Forbes,25.3,SAS,Combo,2282,7,0.1%,10,0.9%,61,2.9%,5,0.8%,59,9.8%,0,0.0%,61,5.6%
Evan Fournier,26.0,ORL,Wing,2545,13,0.2%,45,1.2%,35,3.7%,31,1.5%,29,8.8%,0,0.0%,25,3.4%
De'Aaron Fox,20.9,SAC,Point,2556,91,0.9%,87,2.1%,52,3.1%,17,1.5%,65,10.0%,67,0.6%,31,1.4%
Tim Frazier,28.0,NOP,Point,880,20,0.2%,26,1.2%,9,4.2%,85,3.2%,70,10.9%,98,4.4%,94,14.9%
Tim Frazier,28.0,MIL,Point,201,22,0.2%,9,1.0%,28,3.6%,89,3.5%,33,9.0%,0,0.0%,91,12.5%
Channing Frye,35.5,CLE,Big,297,6,0.5%,20,0.8%,14,5.9%,2,1.2%,27,15.0%,0,0.0%,51,28.6%
Markelle Fultz,20.4,PHI,Point,414,63,0.6%,70,1.8%,6,4.7%,100,5.8%,63,9.9%,94,3.8%,0,0.0%
Danilo Gallinari,30.2,LAC,Big,2059,9,0.6%,42,1.0%,97,2.4%,9,2.6%,48,17.3%,76,5.4%,9,13.5%
Langston Galloway,26.9,DET,Wing,1693,14,0.2%,21,0.9%,51,3.2%,71,2.7%,11,7.1%,60,0.9%,42,6.7%
Marc Gasol,33.8,MEM,Big,1788,64,2.0%,86,1.6%,78,3.3%,12,3.3%,80,22.5%,57,3.0%,59,31.2%
Marc Gasol,33.8,TOR,Big,643,60,1.9%,89,1.7%,42,4.4%,22,4.4%,79,22.0%,0,0.0%,40,25.9%
Pau Gasol,38.3,SAS,Big,330,72,2.2%,13,0.7%,65,3.6%,40,6.8%,96,28.9%,0,0.0%,96,52.9%
Rudy Gay,32.2,SAS,Forward,1853,65,0.9%,51,1.3%,44,3.6%,61,3.5%,99,20.5%,73,1.7%,92,35.2%
Paul George,28.5,OKC,Wing,2852,57,0.6%,95,2.5%,79,2.7%,82,3.3%,99,17.7%,84,2.7%,76,12.9%
Taj Gibson,33.4,MIN,Big,1685,33,1.1%,68,1.3%,47,4.2%,74,9.8%,30,15.3%,72,4.5%,65,34.5%
Harry Giles,20.5,SAC,Big,757,42,1.3%,84,1.6%,4,7.1%,51,8.0%,39,16.5%,0,0.0%,49,27.8%
Shai Gilgeous-Alexander,20.3,LAC,Point,2122,96,1.0%,78,1.9%,44,3.2%,78,2.6%,17,7.8%,89,2.9%,81,7.3%
Rudy Gobert,26.3,UTA,Big,2568,95,3.7%,50,1.1%,77,3.3%,90,12.3%,92,26.1%,49,2.2%,85,43.8%
Aaron Gordon,23.1,ORL,Forward,2614,75,1.1%,32,0.9%,86,2.3%,87,4.9%,86,16.1%,72,1.7%,82,29.2%
Eric Gordon,29.9,HOU,Wing,2151,60,0.6%,13,0.8%,74,2.8%,4,0.7%,4,6.0%,59,0.9%,35,5.2%
Marcin Gortat,34.7,LAC,Big,749,50,1.6%,1,0.4%,43,4.3%,67,9.3%,90,24.8%,64,4.2%,86,44.0%
Devonte' Graham,23.7,CHA,Combo,581,0,0.0%,66,1.5%,53,3.2%,46,1.6%,22,7.6%,0,0.0%,90,10.0%
Treveon Graham,25.0,BKN,Forward,706,28,0.5%,11,0.7%,28,3.8%,42,2.8%,25,10.6%,76,2.6%,27,11.5%
Jerami Grant,24.6,OKC,Big,2615,63,1.9%,33,0.9%,85,3.0%,13,3.3%,7,11.6%,51,2.4%,10,15.0%
Jerian Grant,26.1,ORL,Point,840,41,0.4%,76,1.9%,33,3.5%,63,2.1%,43,9.3%,87,2.7%,74,4.8%
Danny Green,31.4,TOR,Wing,2215,89,1.2%,58,1.4%,50,3.3%,75,2.9%,60,11.0%,0,0.0%,24,3.2%
Draymond Green,28.7,GSW,Big,2064,53,1.7%,95,2.0%,58,3.8%,12,2.9%,45,17.0%,84,6.6%,72,38.5%
Gerald Green,32.8,HOU,Forward,1396,70,1.0%,34,1.0%,37,3.6%,21,2.0%,21,9.7%,0,0.0%,28,12.5%
JaMychal Green,28.4,LAC,Big,467,18,0.8%,39,1.0%,20,5.6%,41,6.9%,78,22.0%,56,2.9%,90,47.1%
JaMychal Green,28.4,MEM,Big,898,51,1.6%,88,1.6%,20,5.6%,50,7.9%,64,19.7%,45,2.0%,87,46.0%
