Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Lonzo Ball,23.0,NOP,Combo,1738,59,21.9%,46,110.3,76,24.6%,80,1.12,21,13.6%
Mohamed Bamba,22.5,ORL,Big,664,74,19.5%,22,108.9,50,8.6%,29,0.44,63,11.6%
Desmond Bane,22.4,MEM,Wing,1469,36,14.7%,76,119.8,55,10.5%,70,0.71,56,10.7%
Harrison Barnes,28.4,SAC,Forward,2101,59,17.2%,92,125.2,72,12.9%,72,0.75,52,11.2%
RJ Barrett,20.4,NYK,Wing,2498,89,23.1%,39,106.8,71,13.4%,42,0.58,57,10.6%
Will Barton,29.8,DEN,Wing,1723,72,19.5%,47,108.9,72,13.4%,63,0.69,25,12.6%
Keita Bates-Diop,24.8,SAS,Forward,159,36,13.9%,87,122.0,37,8.0%,42,0.58,69,10.1%
Nicolas Batum,31.9,LAC,Wing,1839,13,11.6%,87,124.4,55,10.5%,89,0.91,51,11.0%
Aron Baynes,33.9,TOR,Big,978,36,14.9%,9,100.6,34,7.1%,35,0.48,42,13.6%
Kent Bazemore,31.3,GSW,Wing,1294,46,16.1%,54,112.8,56,10.8%,59,0.67,6,16.4%
Darius Bazley,20.4,OKC,Forward,1690,82,21.3%,10,98.1,53,9.1%,14,0.43,22,14.0%
Bradley Beal,27.3,WAS,Wing,2143,98,33.1%,78,120.3,96,20.2%,50,0.61,53,10.9%
Malik Beasley,23.9,MIN,Wing,1213,84,22.0%,62,115.7,64,11.4%,27,0.52,78,9.4%
DeAndre' Bembry,26.3,TOR,Wing,947,42,15.2%,59,114.5,86,15.2%,93,1.00,0,20.1%
Davis Bertans,28.0,WAS,Forward,1462,30,13.3%,96,128.3,1,4.3%,3,0.33,98,6.8%
Patrick Beverley,32.3,LAC,Combo,823,10,14.9%,76,116.6,16,12.1%,44,0.81,40,12.1%
Saddiq Bey,21.6,DET,Wing,1887,55,17.1%,58,114.1,28,7.6%,20,0.45,90,8.2%
Khem Birch,28.1,TOR,Big,574,33,14.5%,52,118.4,58,9.2%,63,0.64,68,11.0%
Khem Birch,28.1,ORL,Big,913,13,11.8%,14,105.1,46,8.2%,69,0.70,86,8.5%
Goga Bitadze,21.3,IND,Big,511,53,16.8%,13,104.4,52,8.7%,45,0.52,94,7.2%
Bismack Biyombo,28.2,CHA,Big,1342,9,11.1%,41,114.1,54,8.8%,83,0.79,4,21.1%
Nemanja Bjelica,32.5,SAC,Big,435,74,19.4%,36,112.0,87,16.0%,86,0.83,35,14.3%
Nemanja Bjelica,32.5,MIA,Big,152,59,17.4%,18,108.3,88,17.4%,92,1.00,84,9.0%
Eric Bledsoe,30.9,NOP,Point,2108,16,19.2%,36,106.6,9,17.0%,11,0.88,68,11.5%
Bogdan Bogdanovic,28.2,ATL,Wing,1300,80,21.1%,86,123.3,92,17.0%,84,0.81,85,8.7%
Bojan Bogdanovic,31.5,UTA,Forward,2207,83,21.7%,69,117.3,52,9.1%,11,0.42,44,11.6%
Jordan Bone,23.0,ORL,Point,155,0,13.4%,32,105.0,5,14.3%,43,1.06,100,6.3%
Isaac Bonga,21.0,WAS,Forward,361,9,10.8%,13,101.4,36,7.6%,67,0.71,1,20.9%
Devin Booker,24.0,PHX,Wing,2269,97,32.7%,67,117.9,95,20.0%,52,0.61,30,12.4%
Chris Boucher,27.8,TOR,Big,1441,69,18.4%,79,127.5,31,7.0%,16,0.38,91,7.7%
Avery Bradley,29.9,MIA,Combo,203,17,15.9%,89,120.3,10,10.9%,21,0.69,37,12.5%
Avery Bradley,29.9,HOU,Wing,383,33,14.4%,2,81.0,54,10.5%,74,0.73,11,15.0%
Tony Bradley,22.8,OKC,Big,371,48,15.9%,91,135.4,45,8.2%,44,0.51,8,19.3%
Tony Bradley,22.8,PHI,Big,244,8,11.1%,95,139.1,33,7.1%,63,0.64,82,9.4%
Ignas Brazdeikis,21.8,ORL,Big,199,48,16.0%,14,105.9,49,8.5%,48,0.53,44,13.4%
Mikal Bridges,24.2,PHX,Wing,2347,24,13.4%,98,134.5,38,8.5%,56,0.63,87,8.3%
Miles Bridges,22.6,CHA,Big,1888,51,16.4%,73,125.6,69,11.0%,68,0.67,36,14.2%
Oshae Brissett,22.4,IND,Big,486,22,13.0%,74,126.2,6,4.0%,10,0.30,97,5.9%
Malcolm Brogdon,27.9,IND,Combo,1929,90,27.8%,59,113.3,85,27.0%,63,0.97,76,9.3%
Armoni Brooks,22.4,HOU,Combo,466,13,15.6%,69,114.9,7,8.4%,7,0.54,78,9.1%
Dillon Brooks,24.8,MEM,Wing,1991,91,24.9%,25,103.4,61,11.2%,22,0.45,63,10.1%
Bruce Brown,24.2,BKN,Forward,1371,48,15.0%,79,119.9,56,9.5%,57,0.63,68,10.2%
Charles Brown,23.7,OKC,Combo,118,3,13.3%,0,58.8,5,5.6%,5,0.42,26,13.2%
Jaylen Brown,24.0,BOS,Wing,1995,94,28.4%,70,118.2,89,16.3%,39,0.57,39,11.9%
Moses Brown,21.1,OKC,Big,860,32,14.4%,31,111.3,0,1.1%,0,0.07,40,13.7%
Sterling Brown,25.7,HOU,Forward,1162,24,12.7%,78,119.6,46,8.7%,66,0.68,53,11.2%
Troy Brown,21.3,CHI,Wing,231,5,10.1%,96,130.8,9,5.4%,30,0.54,66,9.9%
Troy Brown,21.3,WAS,Wing,233,34,14.5%,23,102.9,50,9.8%,61,0.68,5,16.5%
Jalen Brunson,24.2,DAL,Combo,1669,57,21.7%,97,124.8,62,21.7%,66,1.00,67,9.9%
Thomas Bryant,23.3,WAS,Big,270,31,14.4%,99,145.9,41,7.9%,50,0.55,61,11.7%
Reggie Bullock,29.6,NYK,Wing,1960,18,12.8%,82,122.6,27,7.3%,38,0.57,91,8.1%
Trey Burke,28.0,DAL,Point,854,20,19.4%,57,110.8,2,12.5%,2,0.64,98,7.8%
Alec Burks,29.3,NYK,Wing,1262,82,21.4%,56,113.9,71,13.1%,53,0.61,87,8.3%
Jimmy Butler,31.1,MIA,Wing,1732,96,29.4%,80,122.0,98,34.5%,99,1.17,75,9.6%
Kentavious Caldwell-Pope,27.7,LAL,Wing,1894,25,13.4%,72,118.7,44,9.1%,62,0.68,48,11.3%
Facundo Campazzo,29.6,DEN,Point,1369,2,15.3%,59,112.7,18,21.2%,82,1.39,39,14.2%
Vlatko Cancar,23.6,DEN,Forward,188,27,13.0%,47,112.0,22,6.7%,27,0.52,7,18.0%
Clint Capela,26.5,ATL,Big,1907,57,17.3%,56,120.1,6,3.9%,4,0.23,80,9.5%
Jevon Carter,25.1,PHX,Combo,611,7,14.2%,64,114.4,17,12.1%,49,0.86,97,6.8%
Wendell Carter,21.5,ORL,Big,569,64,17.8%,39,112.5,65,10.2%,54,0.57,57,12.1%
Wendell Carter,21.5,CHI,Big,791,67,18.1%,44,114.5,77,12.6%,70,0.70,33,14.6%
Michael Carter-Williams,29.1,ORL,Combo,797,63,22.5%,5,90.1,72,23.6%,74,1.05,8,16.7%
Alex Caruso,26.7,LAL,Combo,1190,21,16.2%,43,109.6,49,19.2%,85,1.18,9,16.6%
Willie Cauley-Stein,27.2,DAL,Big,884,5,10.8%,81,128.9,13,5.5%,41,0.50,46,13.3%
Chris Chiozza,24.9,BKN,Combo,165,86,27.1%,2,87.8,100,37.4%,95,1.38,82,8.9%
Gary Clark,26.0,ORL,Forward,582,3,9.7%,3,89.5,19,6.6%,62,0.68,78,9.8%
Brandon Clarke,24.1,MEM,Big,1397,39,15.2%,44,114.5,59,9.4%,60,0.62,96,6.4%
Jordan Clarkson,28.4,UTA,Combo,1797,92,29.0%,49,111.3,32,15.1%,6,0.52,79,9.1%
Nicolas Claxton,21.5,BKN,Big,580,20,12.7%,74,126.2,28,6.8%,48,0.53,70,10.9%
Amir Coffey,23.4,LAC,Wing,282,23,13.3%,75,119.5,26,7.2%,34,0.54,14,14.2%
John Collins,23.1,ATL,Big,1843,72,18.9%,81,129.7,24,6.5%,13,0.34,74,10.2%
Mike Conley,33.1,UTA,Point,1495,59,25.7%,80,118.6,57,30.3%,59,1.18,77,11.1%
Pat Connaughton,27.8,MIL,Wing,1568,8,10.6%,66,117.5,15,6.3%,45,0.60,89,8.2%
Tyler Cook,23.1,DET,Big,393,17,12.3%,89,134.3,10,4.9%,21,0.40,19,16.4%
DeMarcus Cousins,30.2,LAC,Big,203,93,26.2%,68,124.2,81,13.9%,46,0.53,4,21.2%
DeMarcus Cousins,30.2,HOU,Big,486,89,23.1%,5,99.1,89,17.7%,79,0.77,29,15.1%
Robert Covington,29.9,POR,Big,2231,6,11.0%,29,110.8,25,6.5%,59,0.59,71,10.6%
Torrey Craig,29.9,MIL,Forward,156,6,10.4%,27,106.1,63,10.3%,96,1.00,56,11.0%
Torrey Craig,29.9,PHX,Big,587,36,14.9%,50,118.1,37,7.4%,39,0.50,77,9.9%
Jae Crowder,30.3,PHX,Forward,1640,47,14.9%,61,115.4,61,10.1%,59,0.67,74,9.9%
Jarrett Culver,21.7,MIN,Wing,461,57,17.3%,11,96.0,21,6.8%,10,0.39,18,13.4%
Seth Curry,30.2,PHI,Wing,1637,52,16.8%,85,122.8,69,13.1%,81,0.78,61,10.3%
Stephen Curry,32.6,GSW,Point,2151,86,33.9%,100,134.1,43,28.3%,5,0.84,64,12.3%
Anthony Davis,27.6,LAL,Big,1161,95,27.7%,34,111.8,86,15.4%,52,0.56,76,10.0%
Ed Davis,31.4,MIN,Big,277,1,9.2%,2,93.8,66,10.3%,96,1.12,78,9.9%
Terence Davis,23.5,TOR,Wing,471,71,19.4%,41,107.1,61,11.2%,41,0.58,39,11.9%
Terence Davis,23.5,SAC,Wing,574,82,21.6%,55,113.6,67,12.3%,39,0.57,37,12.0%
DeMar DeRozan,31.2,SAS,Forward,2055,96,29.1%,76,119.1,100,31.0%,97,1.06,90,8.6%
Gabriel Deck,25.7,OKC,Forward,174,66,18.2%,14,101.5,86,15.6%,87,0.85,99,6.8%
Dewayne Dedmon,31.2,MIA,Big,207,54,16.8%,100,150.0,48,8.5%,41,0.50,16,16.8%
Matthew Dellavedova,30.1,CLE,Combo,221,30,18.1%,1,62.1,97,33.9%,100,1.87,99,5.6%
Donte DiVincenzo,23.8,MIL,Wing,1804,56,17.1%,44,108.4,74,13.6%,82,0.79,31,12.3%
Mamadi Diakite,23.8,MIL,Big,107,43,15.3%,3,95.0,16,5.8%,16,0.38,99,5.0%
Hamidou Diallo,22.3,DET,Wing,454,78,20.9%,49,109.7,34,8.1%,9,0.39,34,12.2%
Hamidou Diallo,22.3,OKC,Wing,744,90,23.1%,34,106.4,88,16.1%,66,0.69,27,12.6%
Gorgui Dieng,30.8,MEM,Big,310,41,15.2%,91,135.4,68,10.7%,73,0.71,6,19.9%
Gorgui Dieng,30.8,SAS,Big,152,61,17.5%,88,134.0,79,13.7%,81,0.78,46,13.3%
Luka Doncic,21.7,DAL,Wing,2261,100,40.5%,71,118.3,100,42.6%,95,1.05,18,13.5%
Luguentz Dort,21.5,OKC,Wing,1542,79,20.9%,24,103.4,41,9.0%,15,0.43,60,10.4%
Damyean Dotson,26.5,CLE,Combo,851,24,17.1%,20,101.0,37,16.2%,60,0.95,49,11.4%
Sekou Doumbouya,19.9,DET,Big,837,56,17.2%,1,90.1,40,7.8%,32,0.46,61,11.7%
PJ Dozier,24.0,DEN,Wing,1055,53,16.9%,20,101.1,66,11.6%,64,0.69,43,11.6%
Goran Dragic,34.5,MIA,Point,1314,64,26.0%,55,110.7,36,25.8%,32,0.99,18,15.2%
Andre Drummond,27.2,LAL,Big,519,81,21.0%,33,111.6,57,9.1%,26,0.43,15,17.2%
Andre Drummond,27.2,CLE,Big,721,98,30.1%,9,100.2,83,14.9%,39,0.49,22,16.2%
Kevin Durant,32.1,BKN,Forward,1150,100,31.6%,98,134.0,99,24.9%,80,0.79,19,14.3%
Anthony Edwards,19.2,MIN,Wing,2244,92,26.4%,29,104.4,77,14.0%,29,0.53,50,11.0%
Carsen Edwards,22.6,BOS,Combo,201,9,14.5%,25,102.9,0,3.6%,0,0.25,93,7.5%
Wayne Ellington,32.9,DET,Wing,1003,40,15.1%,89,126.8,46,9.6%,55,0.63,76,9.6%
Joel Embiid,26.6,PHI,Big,1584,100,34.8%,76,126.8,86,15.6%,29,0.45,53,12.5%
James Ennis,30.3,ORL,Forward,983,32,13.5%,90,124.7,47,8.8%,58,0.65,38,12.3%
Drew Eubanks,23.7,SAS,Big,667,37,14.9%,65,123.1,49,8.5%,53,0.57,18,16.6%
Dante Exum,25.3,CLE,Wing,112,17,12.6%,6,88.5,82,14.6%,98,1.16,2,17.4%
Derrick Favors,29.3,UTA,Big,1031,9,11.3%,89,134.2,19,6.0%,47,0.53,48,13.2%
Bruno Fernando,22.2,ATL,Big,137,21,13.0%,11,103.3,38,7.4%,56,0.57,0,29.3%
Dorian Finney-Smith,27.5,DAL,Forward,1918,13,11.4%,88,122.2,27,7.0%,50,0.61,79,9.7%
Malachi Flynn,22.5,TOR,Combo,895,55,20.7%,14,98.3,67,22.4%,77,1.08,85,8.7%
Bryn Forbes,27.3,MIL,Combo,1286,14,15.6%,99,126.7,1,4.1%,1,0.27,83,8.8%
Trent Forrest,22.4,UTA,Combo,225,26,17.5%,78,117.7,55,20.1%,83,1.15,6,16.9%
Evan Fournier,28.0,ORL,Wing,784,92,26.2%,87,124.0,94,19.0%,73,0.73,44,11.6%
Evan Fournier,28.0,BOS,Wing,466,51,16.6%,65,117.0,80,14.1%,87,0.85,73,9.7%
De'Aaron Fox,22.9,SAC,Point,2022,89,34.0%,66,113.3,70,32.6%,20,0.96,80,10.7%
Markelle Fultz,22.4,ORL,Point,215,77,29.3%,5,92.8,45,29.3%,34,1.00,66,12.2%
Wenyen Gabriel,23.6,NOP,Forward,186,12,11.3%,89,123.9,10,5.8%,26,0.51,13,15.7%
Daniel Gafford,22.1,WAS,Big,403,44,15.6%,96,139.2,4,3.7%,4,0.24,62,11.7%
Daniel Gafford,22.1,CHI,Big,369,23,13.3%,97,139.6,21,6.2%,33,0.46,9,18.8%
Danilo Gallinari,32.2,ATL,Big,1215,78,20.4%,68,123.9,62,9.8%,36,0.48,89,7.9%
Langston Galloway,28.9,PHX,Wing,372,39,14.8%,91,127.2,32,7.9%,31,0.54,71,9.8%
Darius Garland,20.8,CLE,Point,1781,68,27.2%,52,108.9,50,29.9%,45,1.10,23,14.8%
Marc Gasol,35.8,LAL,Big,983,19,12.7%,64,123.0,82,14.6%,97,1.15,10,18.5%
Rudy Gay,34.2,SAS,Big,1351,87,22.4%,16,107.5,64,10.1%,31,0.45,83,9.2%
Paul George,30.5,LAC,Forward,1828,99,31.2%,80,120.2,96,23.9%,78,0.76,21,14.1%
Taj Gibson,35.4,NYK,Big,925,2,9.2%,87,132.2,13,5.4%,57,0.58,60,11.8%
Harry Giles,22.5,POR,Big,244,28,14.0%,48,116.9,73,11.7%,87,0.83,7,19.7%
Shai Gilgeous-Alexander,22.3,OKC,Point,1179,84,32.0%,95,124.8,64,31.2%,27,0.97,61,12.4%
Anthony Gill,28.0,WAS,Big,179,26,14.0%,41,114.0,20,6.1%,28,0.43,41,13.7%
Freddie Gillespie,23.4,TOR,Big,383,6,11.0%,19,108.4,3,3.5%,12,0.32,65,11.4%
Rudy Gobert,28.4,UTA,Big,2185,38,15.1%,92,136.6,17,5.9%,21,0.39,24,15.8%
Brandon Goodwin,25.1,ATL,Combo,531,43,19.8%,10,95.0,71,23.5%,86,1.19,52,11.3%
Aaron Gordon,25.1,ORL,Forward,735,90,25.4%,34,107.4,93,22.3%,90,0.88,12,15.8%
Aaron Gordon,25.1,DEN,Forward,647,56,16.4%,58,114.9,67,11.1%,63,0.68,48,11.5%
Eric Gordon,31.9,HOU,Combo,782,77,24.7%,75,116.3,29,14.7%,9,0.59,51,11.3%
Devonte' Graham,25.7,CHA,Combo,1650,69,23.4%,48,110.5,86,27.2%,84,1.17,71,9.6%
Jerami Grant,26.6,DET,Forward,1821,93,26.9%,43,111.3,81,14.6%,36,0.54,86,9.2%
Danny Green,33.4,PHI,Forward,1930,29,13.1%,67,116.9,38,8.0%,49,0.61,51,11.3%
Draymond Green,30.7,GSW,Big,1981,63,17.7%,16,107.2,99,34.6%,100,1.95,2,22.7%
JaMychal Green,30.4,DEN,Big,1102,49,16.1%,51,118.3,31,7.0%,28,0.44,50,12.7%
Javonte Green,27.3,BOS,Wing,313,13,11.5%,92,127.6,8,5.1%,19,0.45,20,13.3%
Javonte Green,27.3,CHI,Combo,110,1,11.8%,80,118.5,3,4.9%,3,0.41,20,13.8%
Jeff Green,34.2,BKN,Big,1818,31,14.3%,73,125.7,43,8.0%,53,0.56,86,8.5%
Josh Green,20.0,DAL,Wing,354,8,10.6%,10,95.9,35,8.2%,80,0.77,16,14.1%
Blake Griffin,31.6,DET,Big,626,83,21.2%,4,98.8,90,19.3%,89,0.91,74,10.4%
Blake Griffin,31.6,BKN,Big,548,71,18.7%,69,125.0,85,15.3%,85,0.82,52,12.6%
Kyle Guy,23.2,SAC,Wing,205,76,20.2%,3,84.6,92,17.4%,87,0.86,54,10.8%
Rui Hachimura,22.7,WAS,Big,1792,53,16.5%,26,109.9,23,6.3%,17,0.38,78,9.6%
Tyrese Haliburton,20.7,SAC,Combo,1734,41,19.6%,87,120.2,77,24.7%,91,1.26,45,11.7%
Donta Hall,23.2,ORL,Forward,144,19,12.1%,100,136.4,68,11.2%,92,0.93,8,17.7%
Josh Hall,20.1,OKC,Wing,261,63,18.0%,0,75.9,51,10.1%,37,0.56,4,16.5%
R.J. Hampton,19.7,ORL,Combo,574,60,22.0%,15,98.8,41,16.8%,32,0.76,44,11.7%
R.J. Hampton,19.7,DEN,Wing,176,15,12.2%,8,93.0,16,6.5%,28,0.53,26,12.6%
Tim Hardaway Jr.,28.6,DAL,Wing,1978,83,21.7%,74,118.9,47,9.6%,18,0.44,95,6.6%
James Harden,31.2,HOU,Point,290,93,34.4%,91,123.3,98,45.9%,73,1.33,27,14.6%
James Harden,31.2,BKN,Point,1318,95,34.6%,93,124.6,95,43.8%,64,1.27,43,14.0%
Maurice Harkless,27.5,MIA,Forward,117,1,6.5%,61,115.4,39,8.0%,98,1.24,9,17.6%
Maurice Harkless,27.5,SAC,Forward,647,23,12.5%,22,104.1,29,7.1%,39,0.57,58,10.8%
Montrezl Harrell,26.8,LAL,Big,1540,75,19.6%,84,131.5,39,7.8%,22,0.40,73,10.4%
Gary Harris,26.1,ORL,Wing,494,76,20.1%,16,99.0,85,15.0%,78,0.75,66,9.9%
Gary Harris,26.1,DEN,Wing,581,22,13.0%,48,109.5,24,7.0%,32,0.54,83,8.8%
Jalen Harris,22.2,TOR,Combo,158,68,23.3%,100,129.2,39,16.7%,24,0.72,15,14.5%
Joe Harris,29.2,BKN,Wing,2132,32,14.1%,97,132.8,33,8.1%,40,0.57,82,8.8%
Tobias Harris,28.3,PHI,Forward,2013,89,24.2%,81,120.3,88,17.5%,69,0.72,81,9.6%
Shaquille Harrison,27.1,DEN,Combo,255,0,11.3%,3,89.3,6,6.7%,8,0.59,77,9.2%
Josh Hart,25.7,NOP,Wing,1335,27,13.5%,53,111.5,57,10.8%,83,0.80,45,11.4%
Isaiah Hartenstein,22.5,DEN,Big,244,61,17.5%,17,108.0,48,8.4%,36,0.48,8,19.3%
Isaiah Hartenstein,22.5,CLE,Big,277,76,20.0%,57,120.4,96,21.7%,94,1.09,13,17.7%
Jaxson Hayes,20.4,NOP,Big,920,25,13.7%,88,132.7,18,6.0%,27,0.43,56,12.3%
Killian Hayes,19.3,DET,Point,651,34,22.3%,0,82.9,52,29.9%,77,1.34,0,24.3%
Gordon Hayward,30.6,CHA,Forward,1496,88,23.5%,66,116.6,90,19.0%,82,0.81,54,11.0%
Juan Hernangomez,25.1,MIN,Big,856,39,15.1%,29,111.0,12,5.4%,14,0.36,91,7.5%
Willy Hernangomez,26.4,NOP,Big,788,41,15.2%,61,121.3,39,7.8%,44,0.51,66,11.2%
Tyler Herro,20.8,MIA,Combo,1610,67,23.1%,47,110.5,47,18.0%,34,0.78,41,11.8%
Buddy Hield,27.9,SAC,Wing,2432,77,20.3%,60,115.0,79,14.1%,66,0.69,47,11.3%
George Hill,34.5,PHI,Combo,295,23,16.6%,56,112.9,26,14.2%,51,0.86,3,17.2%
George Hill,34.5,OKC,Wing,368,64,18.0%,93,127.9,91,16.9%,92,0.94,81,9.0%
Solomon Hill,29.6,ATL,Forward,1472,4,10.0%,16,101.7,17,6.3%,56,0.63,46,11.6%
Jaylen Hoard,21.6,OKC,Big,252,34,14.8%,23,109.6,75,12.1%,86,0.82,29,15.0%
Aaron Holiday,24.1,IND,Wing,1100,74,19.7%,14,98.0,70,13.1%,58,0.67,55,10.8%
Jrue Holiday,30.4,MIL,Combo,1918,76,24.1%,85,119.7,78,25.3%,72,1.05,47,11.5%
Justin Holiday,31.6,IND,Forward,2167,26,13.0%,56,114.6,28,7.0%,37,0.54,91,8.1%
Richaun Holmes,27.0,SAC,Big,1780,40,15.2%,90,134.5,46,8.2%,49,0.54,59,12.1%
Rodney Hood,28.0,POR,Wing,712,39,14.9%,4,87.1,42,9.1%,50,0.61,23,13.0%
Rodney Hood,28.0,TOR,Wing,213,24,13.4%,24,103.1,2,3.6%,3,0.27,92,7.6%
Al Horford,34.4,OKC,Big,779,86,22.1%,21,108.7,94,20.5%,91,0.93,92,7.5%
Talen Horton-Tucker,19.9,LAL,Combo,1204,64,22.5%,38,108.2,52,19.6%,55,0.87,13,16.1%
Danuel House,27.4,HOU,Wing,896,41,15.1%,40,107.0,59,10.9%,72,0.72,50,11.1%
Dwight Howard,34.9,PHI,Big,1156,58,17.3%,59,120.7,42,7.9%,33,0.46,1,23.0%
Markus Howard,21.7,DEN,Point,119,50,24.3%,68,113.3,0,8.5%,0,0.35,16,15.7%
Kevin Huerter,22.2,ATL,Wing,2107,59,17.5%,45,108.6,87,16.0%,90,0.91,79,9.2%
DeAndre Hunter,22.9,ATL,Forward,674,72,18.5%,83,121.1,58,9.7%,29,0.52,76,9.9%
Chandler Hutchison,24.5,WAS,Forward,267,44,14.8%,7,94.4,6,5.0%,4,0.34,26,13.6%
Serge Ibaka,31.1,LAC,Big,954,71,18.8%,49,117.3,70,11.0%,58,0.59,68,11.0%
Andre Iguodala,36.8,MIA,Forward,1329,22,12.4%,24,104.7,84,15.4%,99,1.25,4,19.0%
Ersan Ilyasova,33.5,UTA,Big,112,46,15.7%,83,130.2,1,1.3%,1,0.08,54,12.5%
Joe Ingles,33.1,UTA,Forward,1863,71,18.5%,99,134.8,98,23.9%,100,1.30,18,14.8%
Brandon Ingram,23.2,NOP,Forward,2089,94,28.9%,71,118.1,92,21.9%,76,0.76,59,10.8%
Kyrie Irving,28.6,BKN,Combo,1884,97,31.7%,94,123.4,84,26.9%,48,0.85,75,9.3%
Wes Iwundu,25.9,NOP,Forward,219,7,10.6%,6,91.8,0,3.8%,7,0.36,3,19.5%
Wes Iwundu,25.9,DAL,Forward,232,2,8.0%,0,72.2,7,5.0%,54,0.63,40,12.0%
Frank Jackson,22.5,DET,Wing,688,69,19.3%,81,122.1,29,7.9%,13,0.41,45,11.4%
Jaren Jackson,21.1,MEM,Big,252,88,22.8%,35,111.9,29,6.9%,9,0.30,67,11.0%
Josh Jackson,23.7,DET,Forward,1556,91,25.6%,20,103.9,83,14.9%,43,0.58,16,15.2%
Justin Jackson,25.6,OKC,Wing,496,71,19.4%,18,100.5,82,14.7%,79,0.76,22,13.1%
Reggie Jackson,30.5,LAC,Combo,1508,56,21.0%,71,116.1,48,18.6%,57,0.89,68,9.8%
Justin James,23.8,SAC,Forward,248,67,18.4%,52,113.9,48,8.9%,19,0.48,43,11.7%
LeBron James,35.8,LAL,Wing,1500,99,34.7%,82,122.2,99,39.3%,97,1.13,15,14.1%
Mike James,30.2,BKN,Combo,222,85,27.1%,21,101.1,93,29.8%,78,1.10,16,14.2%
DaQuan Jeffries,23.2,SAC,Wing,214,10,11.2%,26,103.5,0,2.8%,1,0.25,29,12.5%
DaQuan Jeffries,23.2,HOU,Big,228,7,11.0%,6,100.0,35,7.2%,64,0.66,87,8.3%
Ty Jerome,23.3,OKC,Combo,736,47,20.1%,84,119.4,69,23.1%,82,1.15,28,13.0%
Isaiah Joe,21.3,PHI,Wing,274,29,13.8%,27,104.1,13,6.2%,23,0.45,97,5.3%
Cameron Johnson,24.7,PHX,Forward,1406,51,15.3%,46,111.9,42,8.3%,34,0.54,92,8.1%
James Johnson,33.7,NOP,Forward,537,62,17.7%,12,100.0,73,12.9%,70,0.73,39,12.2%
James Johnson,33.7,DAL,Forward,477,57,16.5%,33,107.3,77,13.5%,83,0.81,17,15.1%
