Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Aaron Gordon,23.1,ORL,Forward,160,18,0.3%,64,1.7%,9,3.5%,73,6.5%,73,18.2%,82,12.5%,0,0.0%
Eric Gordon,29.9,HOU,Wing,408,94,1.4%,36,0.8%,88,2.2%,30,1.3%,3,5.6%,0,0.0%,0,0.0%
Jerami Grant,24.6,OKC,Big,176,85,2.8%,28,0.7%,85,2.7%,15,3.5%,3,11.6%,0,0.0%,23,14.3%
Danny Green,31.4,TOR,Wing,683,82,0.9%,97,2.0%,33,3.7%,70,2.6%,36,10.0%,0,0.0%,39,7.9%
Draymond Green,28.7,GSW,Big,850,73,2.0%,85,1.6%,60,3.7%,40,5.2%,73,19.4%,0,0.0%,85,47.4%
JaMychal Green,28.4,LAC,Big,138,0,0.0%,63,1.2%,23,5.4%,18,3.8%,60,17.5%,98,16.7%,98,100.0%
James Harden,29.2,HOU,Combo,423,89,1.2%,100,2.5%,33,3.8%,39,2.3%,83,14.3%,0,0.0%,89,32.0%
Maurice Harkless,25.5,POR,Forward,387,91,2.2%,91,2.0%,0,5.8%,82,6.6%,18,11.7%,82,12.5%,82,42.1%
Montrezl Harrell,24.8,LAC,Big,157,35,1.2%,30,0.8%,57,3.8%,68,7.8%,23,14.6%,0,0.0%,0,0.0%
Gary Harris,24.1,DEN,Wing,517,76,0.8%,61,1.0%,52,3.2%,33,1.5%,21,8.6%,88,3.7%,70,15.6%
Joe Harris,27.2,BKN,Wing,147,0,0.0%,42,0.8%,58,3.0%,82,3.6%,45,10.5%,0,0.0%,0,0.0%
Tobias Harris,26.3,PHI,Forward,443,27,0.7%,18,1.3%,73,2.7%,36,2.9%,91,20.4%,0,0.0%,55,23.5%
Gordon Hayward,28.6,BOS,Wing,264,55,0.6%,45,0.8%,91,1.7%,21,1.1%,52,10.8%,0,0.0%,73,16.7%
George Hill,32.5,MIL,Combo,386,56,0.5%,72,1.5%,39,3.8%,89,4.1%,44,9.0%,0,0.0%,0,0.0%
Rodney Hood,26.0,POR,Wing,370,42,0.4%,30,0.7%,45,3.3%,58,2.2%,12,6.3%,91,4.5%,52,10.5%
Al Horford,32.4,BOS,Big,309,30,1.2%,18,0.6%,88,2.7%,23,4.4%,80,20.1%,0,0.0%,55,23.5%
Danuel House,25.4,HOU,Forward,134,36,0.8%,0,0.7%,18,3.4%,9,1.5%,55,14.3%,0,0.0%,27,12.5%
Serge Ibaka,29.1,TOR,Big,490,83,2.5%,45,1.0%,10,6.6%,65,7.3%,75,19.6%,0,0.0%,43,19.4%
Andre Iguodala,34.8,GSW,Wing,629,97,1.9%,88,1.7%,61,3.0%,91,4.8%,39,10.3%,0,0.0%,42,10.0%
Ersan Ilyasova,31.5,MIL,Big,249,25,1.0%,93,1.8%,15,6.5%,50,6.8%,50,16.1%,88,4.3%,57,27.3%
Joe Ingles,31.1,UTA,Wing,150,0,0.0%,100,3.2%,15,4.1%,55,2.0%,85,14.1%,0,0.0%,42,10.0%
Kyrie Irving,26.6,BOS,Point,329,64,0.6%,71,1.6%,50,3.0%,36,1.5%,57,10.3%,0,0.0%,0,0.0%
Jonathan Isaac,21.1,ORL,Big,136,68,1.9%,25,0.6%,93,2.6%,50,6.8%,53,16.7%,0,0.0%,0,0.0%
Reggie Jackson,28.5,DET,Point,107,0,0.0%,36,1.1%,7,4.6%,71,3.0%,50,8.7%,100,25.0%,0,0.0%
Jonas Jerebko,31.7,GSW,Big,105,13,0.5%,0,0.0%,53,3.8%,95,14.6%,45,15.6%,0,0.0%,30,16.7%
Nikola Jokic,23.7,DEN,Big,556,33,1.2%,57,1.2%,48,4.1%,73,9.4%,88,21.6%,83,4.0%,60,28.6%
Enes Kanter,26.5,POR,Big,460,23,1.0%,43,1.0%,83,2.7%,75,10.5%,90,21.9%,83,4.0%,20,9.1%
Luke Kennard,22.4,DET,Wing,121,48,0.4%,24,0.7%,97,1.4%,0,0.0%,67,12.9%,0,0.0%,85,22.2%
Caris LeVert,24.2,BKN,Wing,144,64,0.7%,76,1.4%,82,2.3%,85,3.8%,58,11.3%,0,0.0%,58,12.5%
Kawhi Leonard,27.3,TOR,Forward,939,55,1.0%,82,1.9%,82,2.1%,64,5.4%,64,16.2%,100,15.0%,64,35.8%
Meyers Leonard,26.7,POR,Big,166,10,0.3%,15,0.5%,13,6.5%,10,3.0%,83,20.5%,0,0.0%,30,16.7%
Damian Lillard,28.3,POR,Point,650,50,0.4%,86,1.8%,86,2.5%,21,1.2%,64,10.5%,0,0.0%,79,7.1%
Shaun Livingston,33.1,GSW,Combo,321,72,0.6%,67,1.4%,6,4.9%,72,3.5%,11,6.2%,0,0.0%,61,5.0%
Kevon Looney,22.7,GSW,Big,429,45,1.3%,65,1.2%,33,4.6%,78,11.1%,0,11.3%,0,0.0%,30,16.7%
Brook Lopez,30.6,MIL,Big,437,90,3.2%,20,0.6%,38,4.4%,5,2.5%,13,13.7%,80,3.3%,38,17.6%
Kyle Lowry,32.6,TOR,Point,898,57,0.4%,64,1.6%,0,4.7%,64,2.5%,71,10.8%,0,0.0%,43,2.1%
Wesley Matthews,32.0,IND,Wing,118,52,0.5%,64,1.2%,76,2.3%,0,0.0%,27,9.3%,0,0.0%,0,0.0%
CJ McCollum,27.1,POR,Combo,635,83,0.8%,22,0.9%,94,2.1%,33,2.2%,56,10.5%,0,0.0%,50,3.2%
Alfonzo McKinnie,26.1,GSW,Wing,219,33,0.2%,6,0.4%,0,6.2%,100,8.3%,73,13.4%,0,0.0%,33,6.7%
Khris Middleton,27.2,MIL,Wing,515,0,0.0%,33,0.8%,42,3.3%,39,1.6%,91,14.8%,85,2.5%,67,15.4%
Patty Mills,30.2,SAS,Combo,149,50,0.3%,94,2.1%,83,2.8%,6,0.7%,33,8.4%,0,0.0%,0,0.0%
Paul Millsap,33.7,DEN,Big,468,57,1.6%,50,1.2%,43,4.2%,43,5.2%,28,15.1%,0,0.0%,15,5.0%
Nikola Mirotic,27.7,MIL,Big,280,15,0.6%,78,1.5%,68,3.6%,20,4.2%,10,13.5%,90,4.8%,68,30.0%
Donovan Mitchell,22.1,UTA,Combo,193,33,0.3%,83,1.8%,50,3.3%,61,3.3%,39,8.6%,0,0.0%,78,13.3%
Marcus Morris,29.2,BOS,Big,254,20,1.0%,5,0.2%,70,3.5%,33,4.9%,85,21.4%,0,0.0%,28,15.8%
Monte Morris,23.3,DEN,Point,212,14,0.2%,21,1.0%,64,2.9%,29,1.3%,14,7.2%,0,0.0%,64,5.6%
Jamal Murray,21.7,DEN,Combo,504,17,0.2%,56,1.3%,100,2.0%,78,3.7%,28,8.2%,100,3.6%,56,3.6%
Royce O'Neale,25.4,UTA,Wing,134,79,0.8%,18,0.6%,24,3.7%,27,1.2%,76,13.5%,0,0.0%,36,7.7%
Chris Paul,33.5,HOU,Point,396,86,0.9%,93,2.7%,43,3.1%,93,3.7%,93,13.9%,0,0.0%,57,3.3%
Mason Plumlee,28.7,DEN,Big,208,78,2.1%,68,1.3%,3,7.7%,83,11.5%,35,15.4%,0,0.0%,0,0.0%
Jakob Poeltl,23.0,SAS,Big,176,50,1.4%,13,0.5%,18,6.5%,100,15.3%,40,15.5%,0,0.0%,53,22.2%
Norman Powell,25.4,TOR,Wing,341,0,0.0%,48,0.9%,21,3.9%,24,1.2%,55,11.0%,0,0.0%,64,13.6%
JJ Redick,34.4,PHI,Wing,375,45,0.4%,3,0.1%,48,3.2%,12,0.3%,0,4.1%,0,0.0%,0,0.0%
Austin Rivers,26.3,HOU,Combo,208,22,0.2%,17,0.8%,0,6.3%,11,0.9%,22,7.9%,0,0.0%,72,11.1%
Terrence Ross,27.7,ORL,Wing,143,73,0.8%,94,1.9%,85,2.2%,0,0.0%,70,12.9%,97,16.7%,91,25.0%
Terry Rozier,24.6,BOS,Combo,149,78,0.7%,44,1.2%,17,4.0%,44,2.7%,89,17.0%,0,0.0%,0,0.0%
Ricky Rubio,28.0,UTA,Point,167,36,0.3%,100,3.1%,29,3.6%,50,1.9%,43,7.9%,0,0.0%,0,0.0%
D'Angelo Russell,22.7,BKN,Combo,147,44,0.3%,89,1.9%,72,3.0%,22,1.2%,67,11.5%,0,0.0%,0,0.0%
Dennis Schroder,25.1,OKC,Combo,150,0,0.0%,28,1.1%,67,3.1%,28,1.3%,50,10.0%,0,0.0%,0,0.0%
Mike Scott,30.3,PHI,Big,192,0,0.0%,10,0.4%,35,4.5%,0,1.7%,25,14.9%,93,7.7%,18,8.3%
Landry Shamet,21.6,LAC,Wing,171,0,0.0%,79,1.5%,39,3.4%,15,0.6%,9,6.2%,0,0.0%,94,33.3%
Iman Shumpert,28.4,HOU,Wing,102,0,0.0%,9,0.4%,27,3.7%,18,1.0%,30,9.4%,0,0.0%,55,11.1%
Pascal Siakam,24.6,TOR,Big,888,28,1.0%,70,1.3%,78,3.2%,28,4.5%,15,14.2%,78,2.9%,48,20.4%
Ben Simmons,22.3,PHI,Combo,420,100,1.4%,78,1.5%,11,4.5%,100,6.0%,72,12.3%,0,0.0%,94,38.9%
Jayson Tatum,20.7,BOS,Forward,292,64,1.2%,55,1.5%,55,2.9%,27,2.5%,45,14.1%,0,0.0%,100,52.4%
Klay Thompson,28.7,GSW,Wing,817,85,1.0%,85,1.5%,70,2.8%,42,1.6%,24,9.0%,0,0.0%,48,10.3%
PJ Tucker,33.5,HOU,Big,425,18,1.0%,98,2.0%,73,3.4%,30,4.8%,8,12.9%,0,0.0%,65,29.2%
Evan Turner,30.0,POR,Combo,245,67,0.6%,6,0.6%,28,3.9%,94,5.4%,94,21.1%,0,0.0%,100,40.0%
Myles Turner,22.6,IND,Big,125,88,3.1%,0,0.0%,28,4.7%,13,3.1%,48,15.7%,0,0.0%,80,42.9%
Fred VanVleet,24.7,TOR,Combo,578,61,0.6%,61,1.3%,44,3.7%,17,1.0%,6,5.7%,0,0.0%,0,0.0%
Nikola Vucevic,28.0,ORL,Big,147,63,1.8%,23,0.6%,95,2.5%,48,6.3%,95,26.1%,0,0.0%,0,0.0%
Russell Westbrook,30.0,OKC,Point,197,79,0.7%,29,1.1%,79,2.6%,86,3.6%,100,16.2%,0,0.0%,100,57.1%
Derrick White,24.3,SAS,Point,190,93,1.4%,43,1.2%,21,4.1%,0,0.6%,79,11.2%,0,0.0%,0,0.0%
Lou Williams,32.0,LAC,Combo,175,39,0.3%,33,1.2%,61,3.2%,56,3.3%,17,7.0%,0,0.0%,0,0.0%
Thaddeus Young,30.4,IND,Big,130,48,1.3%,100,4.0%,63,3.6%,57,7.1%,40,15.5%,0,0.0%,73,33.3%
