Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Alec Burks,29.3,NYK,Wing,127,0,73.7%,68,10.0%,79,2.1%,36,16.7%
Jimmy Butler,31.1,MIA,Wing,150,0,72.7%,100,12.7%,93,2.6%,0,0.0%
Kentavious Caldwell-Pope,27.7,LAL,Wing,178,0,100.0%,57,8.6%,7,0.3%,96,66.7%
Facundo Campazzo,29.6,DEN,Point,268,0,84.2%,43,7.8%,43,2.4%,43,16.7%
Clint Capela,26.5,ATL,Big,568,0,43.6%,60,12.3%,14,0.9%,17,5.3%
Alex Caruso,26.7,LAL,Combo,149,0,100.0%,5,2.0%,38,0.9%,0,0.0%
Jordan Clarkson,28.4,UTA,Combo,296,83,96.2%,29,5.2%,48,1.0%,29,11.1%
Nicolas Claxton,21.5,BKN,Big,120,0,66.7%,3,3.6%,49,1.9%,97,100.0%
John Collins,23.1,ATL,Big,576,53,83.3%,23,7.9%,60,2.3%,86,40.0%
Mike Conley,33.1,UTA,Point,175,0,100.0%,36,5.9%,29,2.0%,57,25.0%
Pat Connaughton,27.8,MIL,Wing,526,0,81.8%,21,4.3%,14,0.4%,93,60.0%
Robert Covington,29.9,POR,Big,228,0,90.0%,34,10.0%,11,0.8%,0,0.0%
Torrey Craig,29.9,PHX,Big,243,0,61.5%,14,7.2%,9,0.8%,86,40.0%
Jae Crowder,30.3,PHX,Forward,728,86,88.6%,35,6.2%,39,0.9%,65,25.0%
Seth Curry,30.2,PHI,Wing,381,0,78.9%,7,2.0%,75,1.9%,0,0.0%
Anthony Davis,27.6,LAL,Big,186,73,84.8%,74,17.3%,80,3.1%,60,23.5%
Luka Doncic,21.7,DAL,Wing,280,0,52.9%,89,12.0%,96,2.9%,50,23.1%
Goran Dragic,34.5,MIA,Point,111,0,70.0%,29,5.7%,64,2.8%,0,0.0%
Andre Drummond,27.2,LAL,Big,121,0,70.0%,63,15.4%,3,0.4%,77,33.3%
Kevin Durant,32.1,BKN,Forward,477,14,87.1%,83,11.1%,100,4.8%,35,14.7%
Joel Embiid,26.6,PHI,Big,356,67,84.1%,71,17.3%,97,4.6%,37,15.0%
Derrick Favors,29.3,UTA,Big,144,0,55.6%,80,18.5%,29,1.2%,43,20.0%
Dorian Finney-Smith,27.5,DAL,Forward,269,0,80.0%,13,3.1%,9,0.3%,91,50.0%
Bryn Forbes,27.3,MIL,Combo,256,0,83.3%,14,3.7%,0,0.3%,86,75.0%
Evan Fournier,28.0,BOS,Wing,200,0,83.3%,61,9.1%,25,0.6%,89,57.1%
Daniel Gafford,22.1,WAS,Big,142,20,61.5%,91,22.7%,37,1.5%,43,20.0%
Danilo Gallinari,32.2,ATL,Big,441,100,96.0%,29,9.0%,63,2.3%,29,11.8%
Paul George,30.5,LAC,Forward,776,0,84.3%,91,12.7%,91,3.8%,39,15.1%
Taj Gibson,35.4,NYK,Big,137,0,100.0%,9,5.0%,57,2.2%,97,100.0%
Rudy Gobert,28.4,UTA,Big,375,27,63.6%,97,27.6%,71,3.0%,34,13.8%
Aaron Gordon,25.1,DEN,Forward,298,0,64.0%,87,11.9%,61,1.3%,61,23.1%
Danny Green,33.4,PHI,Forward,198,0,0.0%,0,0.0%,0,0.2%,100,0.0%
JaMychal Green,30.4,DEN,Big,186,0,88.9%,40,10.4%,6,0.7%,43,20.0%
Jeff Green,34.2,BKN,Big,147,0,87.5%,51,11.1%,0,0.3%,0,0.0%
Blake Griffin,31.6,BKN,Big,317,0,71.4%,17,7.3%,54,2.2%,77,33.3%
Rui Hachimura,22.7,WAS,Big,211,0,78.6%,46,10.9%,20,1.0%,71,28.6%
Tim Hardaway Jr.,28.6,DAL,Wing,261,0,75.0%,39,5.7%,61,1.4%,36,16.7%
James Harden,31.2,BKN,Point,311,86,93.2%,100,22.8%,50,2.4%,79,28.6%
Joe Harris,29.2,BKN,Wing,423,0,75.0%,4,0.8%,4,0.2%,0,0.0%
Tobias Harris,28.3,PHI,Forward,436,29,87.2%,30,6.2%,65,1.4%,30,14.3%
George Hill,34.5,PHI,Combo,203,0,76.9%,67,8.9%,90,3.2%,57,25.0%
Solomon Hill,29.6,ATL,Forward,138,0,50.0%,74,8.3%,43,1.0%,0,0.0%
Jrue Holiday,30.4,MIL,Combo,900,0,71.4%,62,6.9%,52,1.1%,52,21.4%
Dwight Howard,34.9,PHI,Big,143,13,60.0%,100,40.9%,89,3.6%,54,22.2%
Kevin Huerter,22.2,ATL,Wing,556,0,70.6%,32,4.9%,18,0.6%,71,44.4%
DeAndre Hunter,22.9,ATL,Forward,151,0,75.0%,78,10.2%,87,3.6%,48,20.0%
Joe Ingles,33.1,UTA,Forward,306,0,76.9%,17,3.7%,52,1.2%,0,0.0%
Kyrie Irving,28.6,BKN,Combo,318,67,92.9%,52,5.9%,14,0.7%,24,10.0%
Jaren Jackson,21.1,MEM,Big,183,80,85.2%,69,17.1%,26,1.2%,20,7.7%
Reggie Jackson,30.5,LAC,Combo,621,50,87.8%,48,5.7%,62,1.5%,43,20.0%
LeBron James,35.8,LAL,Wing,258,17,62.5%,96,12.1%,86,2.4%,68,35.3%
Cameron Johnson,24.7,PHX,Forward,428,0,95.2%,61,8.0%,22,0.8%,52,22.2%
Nikola Jokic,25.7,DEN,Big,344,60,83.6%,20,7.5%,100,4.8%,54,22.2%
Luke Kennard,24.4,LAC,Combo,208,0,50.0%,10,3.4%,33,0.9%,95,100.0%
Maxi Kleber,28.8,DAL,Big,187,0,71.4%,0,3.2%,46,1.7%,0,0.0%
Furkan Korkmaz,23.3,PHI,Forward,180,0,66.7%,26,5.6%,57,1.2%,65,25.0%
Kyle Kuzma,25.3,LAL,Forward,144,0,83.3%,22,4.1%,4,0.3%,0,0.0%
Romeo Langford,21.0,BOS,Wing,113,0,83.3%,68,10.0%,11,0.4%,0,0.0%
Kawhi Leonard,29.3,LAC,Forward,431,57,88.0%,96,13.5%,96,4.8%,65,25.0%
Damian Lillard,30.3,POR,Point,247,100,94.0%,64,9.7%,93,4.0%,50,21.4%
Brook Lopez,32.6,MIL,Big,660,93,85.7%,26,7.9%,40,1.5%,40,16.7%
Terance Mann,24.0,LAC,Wing,370,33,71.4%,79,10.9%,68,1.4%,64,33.3%
Wesley Matthews,34.1,LAL,Wing,124,0,100.0%,36,5.3%,64,1.4%,0,0.0%
Tyrese Maxey,20.0,PHI,Combo,144,0,63.6%,95,14.3%,71,1.8%,43,20.0%
CJ McCollum,29.1,POR,Combo,239,0,72.7%,24,5.0%,19,0.8%,33,16.7%
De'Anthony Melton,22.4,MEM,Combo,104,0,60.0%,33,5.3%,29,0.8%,76,50.0%
Khris Middleton,29.2,MIL,Forward,913,71,88.4%,43,6.6%,83,3.3%,78,29.0%
Paul Millsap,35.7,DEN,Big,106,0,61.5%,57,12.2%,77,3.0%,94,66.7%
Shake Milton,24.1,PHI,Combo,105,0,92.3%,86,12.8%,24,0.8%,33,16.7%
Donovan Mitchell,24.2,UTA,Combo,345,33,82.9%,90,12.8%,100,3.9%,71,33.3%
Ja Morant,21.2,MEM,Point,288,14,72.9%,50,8.0%,71,3.1%,14,7.1%
Marcus Morris,31.2,LAC,Big,604,40,75.0%,6,3.9%,23,1.2%,0,0.0%
Monte Morris,25.3,DEN,Combo,282,0,71.4%,57,6.7%,86,2.2%,57,25.0%
Raul Neto,28.5,WAS,Combo,149,0,85.7%,33,5.3%,67,1.7%,76,50.0%
Georges Niang,27.4,UTA,Forward,128,0,100.0%,9,2.5%,13,0.3%,0,0.0%
Jusuf Nurkic,26.2,POR,Big,173,0,72.0%,86,21.9%,31,1.3%,83,35.7%
Royce O'Neale,27.4,UTA,Wing,402,0,83.3%,25,4.6%,46,1.0%,75,50.0%
Onyeka Okongwu,19.9,ATL,Big,152,0,66.7%,94,26.5%,66,2.6%,23,11.1%
Chris Paul,35.5,PHX,Point,680,71,87.7%,7,4.6%,79,3.7%,93,50.0%
Cameron Payne,26.2,PHX,Point,403,0,88.9%,0,4.1%,14,1.1%,57,25.0%
Michael Porter,22.3,DEN,Forward,331,0,81.0%,39,6.3%,30,0.8%,52,22.2%
Bobby Portis,25.7,MIL,Big,348,0,70.0%,11,6.6%,17,0.9%,43,20.0%
Kristaps Porzingis,25.3,DAL,Big,232,0,84.2%,37,10.3%,43,1.6%,63,25.0%
Norman Powell,27.4,POR,Wing,215,0,88.9%,93,12.0%,71,1.5%,43,20.0%
Julius Randle,25.9,NYK,Big,180,80,85.2%,43,10.6%,69,2.7%,0,0.0%
Austin Rivers,28.3,DEN,Wing,302,0,81.3%,50,6.8%,50,1.0%,0,0.0%
Rajon Rondo,34.7,LAC,Point,220,0,66.7%,21,5.4%,21,1.7%,0,0.0%
Derrick Rose,32.1,NYK,Point,174,0,100.0%,14,4.7%,0,1.0%,57,25.0%
Dario Saric,26.6,PHX,Big,131,0,92.9%,66,16.7%,83,3.2%,63,25.0%
Dennis Schroder,27.1,LAL,Point,226,43,84.4%,79,13.7%,7,1.0%,21,7.7%
Landry Shamet,23.6,BKN,Wing,195,0,80.0%,14,2.7%,57,1.2%,0,0.0%
Ben Simmons,24.3,PHI,Point,402,0,34.2%,86,14.3%,100,4.1%,86,33.3%
Anfernee Simons,21.4,POR,Combo,105,0,0.0%,0,0.0%,5,0.4%,100,0.0%
Marcus Smart,26.7,BOS,Combo,209,0,71.4%,81,12.7%,81,2.0%,67,30.0%
Ish Smith,32.3,WAS,Combo,149,0,66.7%,43,5.6%,10,0.6%,0,0.0%
Jayson Tatum,22.7,BOS,Forward,217,100,93.3%,100,16.4%,78,2.3%,43,15.4%
Jeff Teague,32.4,MIL,Combo,100,0,100.0%,100,16.0%,43,0.9%,0,0.0%
Tristan Thompson,29.6,BOS,Big,155,0,60.9%,77,18.4%,94,3.7%,23,11.1%
Matisse Thybulle,23.7,PHI,Wing,213,0,40.0%,18,3.9%,0,0.2%,75,50.0%
PJ Tucker,35.5,MIL,Forward,670,0,75.0%,4,1.0%,26,0.8%,0,0.0%
Jonas Valanciunas,28.5,MEM,Big,228,0,66.7%,31,9.1%,86,3.5%,0,0.0%
Kemba Walker,30.5,BOS,Point,124,0,92.3%,57,8.8%,57,2.7%,93,50.0%
Russell Westbrook,32.0,WAS,Point,252,29,80.0%,93,17.0%,36,2.3%,29,8.7%
Lou Williams,34.0,ATL,Combo,275,100,96.3%,76,10.7%,76,2.0%,19,7.7%
Trae Young,22.1,ATL,Point,603,57,86.6%,71,11.8%,86,3.9%,36,14.9%
Ivica Zubac,23.6,LAC,Big,301,47,79.6%,89,22.5%,74,3.0%,31,12.5%
