Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Matt Barnes,29.6,ORL,Wing,2039,26,15.2%,85,116.2,37,9.3%,54,0.61,7,16.0%
Earl Barron,28.2,NYK,Big,231,55,16.6%,23,100.0,35,5.0%,28,0.30,65,13.0%
Brandon Bass,24.5,ORL,Big,552,67,18.3%,64,112.1,24,4.2%,16,0.23,88,10.2%
Tony Battie,33.7,BKN,Big,115,27,13.7%,1,80.6,6,1.6%,5,0.12,96,8.8%
Shane Battier,31.1,HOU,Forward,2163,7,11.9%,73,108.5,87,11.2%,96,0.94,58,11.3%
Nicolas Batum,20.9,POR,Wing,911,18,14.3%,100,130.4,20,7.2%,33,0.50,76,9.5%
Jerryd Bayless,21.2,POR,Combo,1264,87,26.6%,51,105.9,49,21.8%,30,0.82,40,13.0%
Michael Beasley,20.8,MIA,Forward,2264,91,24.1%,22,101.5,60,7.5%,20,0.31,71,10.8%
Rodrigue Beaubois,21.7,DAL,Wing,620,87,24.0%,91,122.1,81,15.3%,60,0.63,12,14.4%
Marco Belinelli,23.6,TOR,Wing,1022,62,19.3%,59,108.3,57,11.6%,51,0.60,39,12.5%
Charlie Bell,30.6,MIL,Wing,1567,17,14.2%,15,96.9,43,9.6%,70,0.68,65,10.7%
Raja Bell,33.1,CHA,Wing,157,35,16.4%,54,107.1,54,11.0%,67,0.67,79,8.8%
Jonathan Bender,28.8,NYK,Big,249,78,20.0%,30,102.3,73,9.6%,66,0.48,5,22.7%
Mike Bibby,31.5,ATL,Point,2191,20,17.2%,63,108.4,14,20.4%,39,1.18,92,11.1%
Andris Biedrins,23.6,GSW,Big,761,9,10.3%,62,111.4,80,10.5%,96,1.02,23,17.7%
Chauncey Billups,33.1,DEN,Combo,2483,85,26.5%,96,121.7,83,27.0%,60,1.02,55,12.0%
DeJuan Blair,20.5,SAS,Big,1409,71,18.7%,75,114.7,50,6.8%,42,0.36,25,17.5%
Steve Blake,29.7,LAC,Point,737,24,17.9%,76,112.4,86,36.1%,100,2.02,4,20.8%
Steve Blake,29.7,POR,Point,1392,16,16.5%,55,106.3,20,22.5%,71,1.36,57,13.6%
Andray Blatche,23.2,WAS,Big,2214,98,24.9%,38,104.9,93,13.8%,75,0.55,45,14.8%
Keith Bogans,29.5,SAS,Wing,1515,2,10.9%,57,107.9,28,8.2%,76,0.75,11,14.9%
Andrew Bogut,24.9,MIL,Big,2225,87,22.2%,51,108.1,77,10.2%,60,0.46,76,12.0%
Matt Bonner,29.6,SAS,Big,1138,48,15.8%,80,117.0,72,9.2%,77,0.58,94,9.2%
Josh Boone,24.9,BKN,Big,992,15,11.6%,23,100.0,26,4.5%,47,0.38,52,14.3%
Carlos Boozer,27.9,UTA,Big,2668,91,23.0%,88,120.7,97,15.5%,84,0.68,39,15.3%
Chris Bosh,25.6,TOR,Big,2522,100,27.7%,83,118.4,85,11.6%,52,0.42,84,11.0%
Earl Boykins,33.4,WAS,Point,1100,59,23.0%,33,101.7,55,27.0%,35,1.17,78,12.4%
Elton Brand,30.6,PHI,Big,2294,80,20.4%,36,104.4,60,7.9%,46,0.38,69,12.8%
Corey Brewer,23.7,MIN,Wing,2468,70,20.7%,23,100.4,63,12.2%,46,0.59,15,13.9%
Ronnie Brewer,24.6,UTA,Wing,1650,21,14.4%,50,106.6,72,13.2%,93,0.92,75,9.7%
Jon Brockman,22.6,SAC,Big,637,8,10.0%,67,112.6,34,5.0%,67,0.50,43,15.1%
Aaron Brooks,24.8,HOU,Point,2904,82,27.1%,73,112.3,39,25.0%,8,0.92,71,13.0%
Bobby Brown,25.1,LAC,Combo,157,94,28.3%,4,85.3,100,37.0%,96,1.31,6,17.6%
Bobby Brown,25.1,NOP,Combo,301,83,26.2%,19,97.1,60,23.8%,40,0.91,32,13.6%
Derrick Brown,22.1,CHA,Big,443,50,15.8%,32,102.7,44,6.0%,43,0.38,92,9.8%
Devin Brown,30.8,NOP,Wing,962,59,18.8%,39,104.5,38,9.4%,31,0.50,23,13.6%
Kwame Brown,27.6,DET,Big,600,33,14.4%,14,96.8,40,5.4%,43,0.37,13,20.3%
Shannon Brown,23.9,LAL,Combo,1596,17,18.2%,34,103.0,4,9.5%,6,0.53,89,9.8%
Kobe Bryant,31.2,LAL,Wing,2824,99,32.8%,68,109.5,98,23.1%,73,0.70,57,11.1%
Chase Budinger,21.4,HOU,Wing,1404,46,17.5%,65,109.0,40,9.4%,40,0.54,91,8.1%
Caron Butler,29.6,DAL,Wing,926,76,21.5%,24,101.0,31,8.5%,12,0.40,62,10.9%
Caron Butler,29.6,WAS,Wing,1847,73,21.1%,28,102.3,41,9.6%,23,0.45,33,13.0%
Rasual Butler,30.4,LAC,Wing,2670,27,15.3%,44,105.5,11,6.6%,17,0.43,88,8.4%
Andrew Bynum,22.0,LAL,Big,1968,73,19.0%,91,122.5,41,5.6%,27,0.29,57,13.8%
Will Bynum,26.8,DET,Point,1622,61,23.3%,43,103.7,59,27.9%,43,1.20,53,13.7%
Jose Calderon,28.1,TOR,Point,1804,51,21.5%,88,116.0,80,33.5%,82,1.56,86,11.6%
Marcus Camby,35.6,LAC,Big,1594,26,13.6%,21,99.2,94,14.2%,97,1.04,64,13.1%
Marcus Camby,35.6,POR,Big,717,14,11.6%,29,101.9,52,7.0%,79,0.60,41,15.2%
Brian Cardinal,32.5,MIN,Big,218,6,9.8%,31,102.6,96,15.2%,100,1.55,100,6.3%
Rodney Carney,25.6,PHI,Wing,813,36,16.5%,33,103.1,22,7.3%,20,0.44,97,6.9%
DeMarre Carroll,23.3,MEM,Forward,706,13,13.6%,7,84.4,16,5.6%,49,0.42,80,9.6%
Anthony Carter,34.4,DEN,Point,810,6,15.2%,12,97.1,47,25.6%,92,1.68,6,19.3%
Vince Carter,32.8,ORL,Wing,2303,90,25.9%,67,109.4,90,17.8%,72,0.69,90,8.3%
Omri Casspi,21.4,SAC,Forward,1901,51,18.0%,42,105.3,56,7.4%,42,0.41,38,12.5%
Mario Chalmers,23.5,MIA,Combo,1737,19,18.3%,66,108.1,47,21.7%,87,1.19,4,17.7%
Tyson Chandler,27.1,CHA,Big,1157,23,13.1%,96,126.1,8,2.3%,9,0.18,4,27.4%
Wilson Chandler,22.5,NYK,Wing,2299,67,19.7%,50,106.6,44,9.7%,30,0.49,61,10.9%
Earl Clark,21.8,PHX,Forward,254,78,20.8%,4,77.1,53,7.4%,29,0.35,47,11.9%
Jarron Collins,30.9,PHX,Big,217,2,8.4%,14,96.8,19,3.7%,57,0.44,8,22.2%
Mardy Collins,25.2,LAC,Wing,424,50,18.0%,6,84.7,83,15.8%,89,0.87,3,18.0%
Darren Collison,22.2,NOP,Combo,2057,81,26.2%,70,109.3,96,32.3%,89,1.23,11,16.8%
Nick Collison,29.0,OKC,Big,1544,13,11.1%,89,121.8,20,3.9%,38,0.35,28,16.6%
Mike Conley,22.1,MEM,Point,2558,49,21.3%,51,105.3,35,24.6%,31,1.15,49,13.7%
Daequan Cook,22.5,MIA,Wing,596,56,18.7%,10,89.5,51,10.3%,41,0.55,74,9.8%
Jamal Crawford,29.6,ATL,Combo,2365,77,25.6%,85,116.6,32,16.4%,13,0.64,87,10.1%
Dante Cunningham,22.5,POR,Big,661,28,13.8%,34,103.7,13,2.9%,13,0.21,99,7.2%
Stephen Curry,21.6,GSW,Point,2853,63,23.4%,82,114.5,31,24.0%,16,1.03,24,15.5%
Samuel Dalembert,29.5,PHI,Big,2111,30,14.0%,71,113.7,27,4.6%,33,0.33,17,19.1%
Erick Dampier,34.3,DAL,Big,1273,9,10.6%,97,126.7,16,3.5%,34,0.33,11,20.7%
Marquis Daniels,28.8,BOS,Wing,869,31,15.9%,54,107.0,50,10.3%,63,0.65,21,13.6%
Baron Davis,30.6,LAC,Point,2518,88,28.3%,31,101.5,92,38.5%,73,1.36,67,13.2%
Glen Davis,23.8,BOS,Big,903,72,19.0%,26,100.6,48,6.5%,36,0.34,54,14.2%
Ricky Davis,30.1,LAC,Wing,433,41,16.8%,16,97.0,65,12.4%,75,0.74,7,16.1%
Austin Daye,21.4,DET,Wing,846,40,16.6%,52,106.8,8,6.2%,5,0.37,18,13.8%
DeMar DeRozan,20.2,TOR,Wing,1612,34,16.4%,70,111.3,1,4.3%,0,0.26,70,10.3%
Carlos Delfino,27.2,MIL,Wing,2264,50,18.1%,43,105.5,76,13.9%,78,0.77,26,13.3%
Luol Deng,24.5,CHI,Forward,2644,76,20.6%,47,106.1,73,8.8%,56,0.43,64,11.0%
Boris Diaw,27.5,CHA,Big,2900,57,16.7%,60,111.0,99,18.5%,98,1.11,26,17.1%
DeSagana Diop,27.8,CHA,Big,233,0,7.7%,45,107.1,14,3.2%,51,0.41,3,29.7%
Keyon Dooling,29.5,BKN,Combo,943,49,21.7%,40,104.2,64,24.3%,74,1.12,34,13.6%
Toney Douglas,23.6,NYK,Combo,1017,32,20.1%,74,112.7,28,16.2%,28,0.81,64,11.4%
Chris Douglas-Roberts,22.8,BKN,Wing,1692,59,18.9%,30,102.4,46,10.0%,37,0.53,22,13.6%
Goran Dragic,23.5,PHX,Combo,1288,62,23.5%,79,114.1,74,26.2%,72,1.11,19,14.8%
Jared Dudley,24.3,PHX,Wing,1906,11,13.1%,93,122.5,28,8.1%,55,0.62,50,11.6%
Chris Duhon,27.2,NYK,Point,2046,14,16.5%,24,100.8,49,25.9%,84,1.57,33,14.7%
Tim Duncan,33.5,SAS,Big,2431,99,25.9%,65,112.2,99,17.5%,85,0.68,87,10.3%
Mike Dunleavy,29.1,IND,Forward,1465,64,19.2%,67,107.9,84,11.1%,80,0.58,67,10.9%
Kevin Durant,21.1,OKC,Wing,3229,98,30.3%,92,122.3,70,13.0%,18,0.43,43,12.2%
Wayne Ellington,21.9,MIN,Wing,1260,37,16.6%,46,106.1,32,8.5%,35,0.51,13,14.2%
Monta Ellis,24.0,GSW,Wing,2640,97,30.3%,37,104.3,93,21.6%,74,0.71,28,13.1%
Maurice Evans,31.0,ATL,Wing,1213,13,13.4%,56,107.8,3,5.4%,14,0.40,99,5.0%
Reggie Evans,29.5,TOR,Big,281,61,17.5%,13,95.7,18,3.7%,13,0.21,21,18.0%
Tyreke Evans,20.1,SAC,Combo,2671,98,28.9%,53,106.6,81,26.7%,47,0.93,47,12.5%
Jordan Farmar,22.9,LAL,Point,1368,29,19.0%,61,107.5,4,13.4%,0,0.71,84,11.8%
Raymond Felton,25.3,CHA,Point,2633,55,21.7%,53,106.1,63,28.3%,59,1.31,55,13.6%
Rudy Fernandez,24.6,POR,Wing,1410,46,17.5%,67,109.3,78,14.8%,87,0.85,24,13.5%
Kyrylo Fesenko,22.9,UTA,Big,349,35,14.7%,59,110.5,43,5.8%,50,0.40,40,15.2%
Michael Finley,36.7,BOS,Wing,306,16,14.1%,83,115.5,63,12.2%,89,0.87,93,7.9%
Michael Finley,36.7,SAS,Wing,384,10,12.4%,11,92.6,15,6.9%,41,0.56,38,12.5%
Derek Fisher,35.2,LAL,Point,2226,2,14.5%,20,100.2,2,12.5%,4,0.86,96,10.7%
Jonny Flynn,20.7,MIN,Point,2291,80,26.6%,29,101.4,33,24.3%,6,0.91,16,16.4%
T.J. Ford,26.6,IND,Point,1178,67,23.8%,35,101.7,43,25.3%,24,1.06,47,13.9%
Jeff Foster,32.8,IND,Big,254,13,11.4%,30,102.1,86,11.9%,96,1.04,11,20.9%
Randy Foye,26.1,WAS,Combo,1628,57,23.3%,36,103.8,55,23.4%,55,1.00,68,11.2%
Channing Frye,26.5,PHX,Big,2169,42,15.5%,85,119.1,54,7.1%,61,0.46,92,9.7%
Dan Gadzuric,31.7,MIL,Big,293,37,14.8%,5,87.5,47,6.4%,55,0.43,63,13.2%
Sundiata Gaines,23.5,UTA,Combo,161,74,25.3%,47,105.4,87,28.0%,70,1.11,60,11.8%
Danilo Gallinari,21.2,NYK,Forward,2712,58,18.4%,89,115.1,64,7.8%,51,0.42,76,10.1%
Francisco Garcia,27.8,SAC,Combo,569,6,15.1%,72,110.1,15,11.5%,23,0.76,72,11.1%
Kevin Garnett,33.5,BOS,Big,2058,81,20.5%,69,113.5,96,14.8%,88,0.72,82,11.2%
Marc Gasol,24.8,MEM,Big,2464,56,16.6%,92,123.4,76,10.0%,79,0.60,48,14.7%
Pau Gasol,29.3,LAL,Big,2398,82,21.0%,82,118.1,95,14.7%,87,0.70,70,12.7%
Rudy Gay,23.2,MEM,Wing,3164,79,22.0%,55,107.2,24,7.6%,3,0.35,64,10.7%
Alonzo Gee,22.4,WAS,Wing,177,64,19.5%,62,108.8,21,7.3%,6,0.37,28,13.2%
Devean George,32.2,GSW,Forward,750,11,12.3%,84,111.2,22,5.8%,69,0.47,98,7.1%
Daniel Gibson,23.7,CLE,Combo,1023,4,13.6%,100,123.2,9,10.1%,17,0.74,74,11.0%
Taj Gibson,24.4,CHI,Big,2155,45,15.6%,33,103.4,35,5.0%,32,0.32,40,15.2%
J.R. Giddens,24.7,NYK,Wing,134,52,18.2%,28,102.3,45,9.7%,39,0.54,2,18.2%
Manu Ginobili,32.3,SAS,Wing,2131,92,27.2%,87,117.8,99,27.7%,97,1.02,46,11.8%
Ryan Gomes,27.2,MIN,Forward,2201,33,16.3%,53,106.4,71,8.8%,73,0.54,53,11.7%
Drew Gooden,28.1,DAL,Big,1020,69,18.4%,45,107.1,25,4.2%,18,0.23,56,13.9%
Drew Gooden,28.1,LAC,Big,719,82,21.0%,77,115.6,31,5.0%,18,0.24,37,15.6%
Ben Gordon,26.6,DET,Wing,1687,89,25.0%,66,109.1,87,16.8%,67,0.67,35,12.7%
Eric Gordon,20.9,LAC,Wing,2219,71,20.8%,80,115.3,73,13.4%,63,0.65,17,13.9%
Marcin Gortat,25.7,ORL,Big,953,12,11.0%,57,110.2,12,2.8%,19,0.25,20,18.2%
Joey Graham,27.4,DEN,Forward,694,27,15.3%,91,116.2,9,5.0%,24,0.33,7,16.6%
Stephen Graham,27.4,CHA,Wing,730,28,15.5%,76,113.0,5,5.6%,4,0.36,30,13.0%
Danny Granger,26.5,IND,Wing,2269,95,27.7%,79,114.1,74,13.5%,28,0.49,58,11.1%
Aaron Gray,24.9,NOP,Big,243,44,15.6%,91,123.1,79,10.4%,84,0.67,18,19.0%
Jeff Green,23.2,OKC,Forward,3032,56,18.2%,60,106.8,47,7.1%,40,0.39,62,11.0%
Willie Green,28.3,PHI,Combo,1520,26,19.5%,55,107.4,30,16.3%,32,0.83,85,10.2%
Donte Greene,21.7,SAC,Forward,1601,49,18.0%,56,106.7,38,6.7%,33,0.37,20,13.7%
Hamed Haddadi,24.5,MEM,Big,212,43,15.5%,18,98.3,30,5.0%,31,0.32,6,22.4%
Malik Hairston,22.7,SAS,Wing,230,11,12.4%,41,104.9,7,6.0%,27,0.48,93,7.9%
Richard Hamilton,31.7,DET,Wing,1549,93,27.5%,25,101.3,97,22.9%,85,0.83,42,12.3%
Tyler Hansbrough,24.0,IND,Big,498,96,24.4%,6,87.9,74,9.6%,49,0.39,99,7.1%
James Harden,20.2,OKC,Wing,1653,69,20.1%,63,108.9,69,12.8%,61,0.64,20,13.6%
Al Harrington,29.7,NYK,Forward,2174,93,25.3%,78,109.5,69,8.6%,27,0.34,69,10.8%
Devin Harris,26.7,BKN,Point,2215,86,28.0%,41,103.5,76,33.2%,37,1.18,69,13.1%
Udonis Haslem,29.4,MIA,Big,2130,41,15.2%,52,108.4,23,4.1%,25,0.27,86,10.7%
Trenton Hassell,30.7,BKN,Wing,1071,9,12.0%,13,93.4,19,7.1%,46,0.59,8,15.9%
Spencer Hawes,21.5,SAC,Big,1880,75,19.3%,28,101.6,92,13.3%,86,0.69,31,16.1%
Chuck Hayes,26.4,HOU,Big,1767,16,11.7%,22,99.7,83,11.0%,95,0.94,35,15.8%
Jarvis Hayes,28.2,BKN,Forward,1006,16,14.1%,51,106.3,33,6.5%,62,0.46,87,8.8%
Brendan Haywood,29.9,DAL,Big,733,21,12.9%,79,116.2,31,5.0%,47,0.39,42,15.2%
Brendan Haywood,29.9,WAS,Big,1611,18,12.0%,84,118.9,6,1.7%,6,0.14,38,15.5%
Luther Head,26.9,IND,Wing,769,72,20.9%,64,109.0,71,13.2%,59,0.63,16,13.9%
Gerald Henderson,21.9,CHA,Wing,270,37,16.5%,14,93.4,15,6.9%,16,0.42,54,11.2%
Roy Hibbert,22.9,IND,Big,2006,87,22.2%,45,107.1,91,13.0%,77,0.58,50,14.5%
JJ Hickson,21.2,CLE,Big,1659,52,16.4%,81,117.4,18,3.6%,16,0.22,36,15.7%
Nene Hilario,27.1,DEN,Big,2747,47,15.8%,95,125.5,84,11.4%,89,0.72,68,12.8%
George Hill,23.5,SAS,Combo,2213,23,19.3%,83,116.1,23,15.2%,26,0.79,81,10.6%
Grant Hill,37.1,PHX,Wing,2419,41,16.7%,75,112.4,55,11.1%,66,0.67,49,11.6%
Jordan Hill,22.3,HOU,Big,345,45,15.7%,70,113.6,40,5.5%,39,0.35,71,12.7%
Jordan Hill,22.3,NYK,Big,213,58,17.0%,31,102.5,9,2.4%,6,0.14,73,12.5%
Kirk Hinrich,28.8,CHI,Combo,2464,15,17.7%,23,101.5,38,20.4%,81,1.15,62,11.5%
Jrue Holiday,19.4,PHI,Combo,1725,40,20.5%,43,104.7,57,23.5%,79,1.15,0,19.4%
Ryan Hollins,25.1,MIN,Big,1156,50,15.9%,75,115.0,51,6.8%,54,0.43,9,21.7%
Al Horford,23.4,ATL,Big,2837,58,17.0%,86,119.4,77,10.2%,80,0.60,78,11.8%
Eddie House,31.5,BOS,Combo,796,21,18.3%,30,102.5,6,9.9%,9,0.54,100,7.7%
Eddie House,31.5,NYK,Combo,359,43,20.5%,2,82.1,26,15.5%,21,0.75,53,12.3%
Dwight Howard,23.9,ORL,Big,2839,94,23.6%,93,124.7,68,8.7%,42,0.37,16,19.2%
Josh Howard,29.5,DAL,Wing,820,85,23.4%,21,98.7,35,9.1%,9,0.39,67,10.4%
Juwan Howard,36.7,POR,Big,1620,25,13.2%,50,107.9,45,6.2%,64,0.47,29,16.4%
Larry Hughes,30.8,CHA,Wing,285,76,21.4%,20,98.3,88,16.9%,80,0.79,32,13.0%
Larry Hughes,30.8,NYK,Combo,813,51,21.8%,13,94.9,36,20.2%,43,0.93,23,13.9%
Kris Humphries,24.7,BKN,Big,866,79,20.1%,16,98.0,37,5.2%,21,0.26,66,13.0%
Kris Humphries,24.7,DAL,Big,270,64,17.7%,9,92.4,19,3.8%,14,0.21,81,11.4%
Chris Hunter,25.3,GSW,Big,767,31,14.1%,58,110.3,46,6.4%,58,0.45,81,11.5%
Steven Hunter,28.0,MEM,Big,105,21,12.6%,48,107.4,0,0.0%,0,0.00,14,20.0%
Serge Ibaka,20.1,OKC,Big,1231,30,14.0%,64,112.0,4,1.1%,4,0.08,33,15.9%
Andre Iguodala,25.8,PHI,Wing,3187,83,23.3%,61,108.7,98,23.8%,98,1.02,25,13.4%
Zydrunas Ilgauskas,34.4,CLE,Big,1326,60,17.5%,15,97.3,42,5.8%,33,0.33,72,12.7%
Ersan Ilyasova,22.5,MIL,Big,1864,69,18.5%,43,106.2,53,7.1%,45,0.38,94,9.3%
Allen Iverson,34.4,PHI,Point,796,69,23.9%,37,101.8,16,20.4%,2,0.85,59,13.5%
Royal Ivey,27.9,PHI,Combo,227,2,12.4%,91,118.2,13,11.5%,45,0.93,96,8.3%
Jarrett Jack,26.0,TOR,Combo,2212,53,21.9%,98,122.8,85,27.8%,91,1.27,17,15.1%
Stephen Jackson,31.6,CHA,Wing,2821,93,27.4%,41,105.4,86,16.6%,53,0.61,14,14.0%
Stephen Jackson,31.6,GSW,Forward,298,98,26.4%,20,101.4,96,19.4%,89,0.73,18,14.2%
LeBron James,24.8,CLE,Forward,2957,100,36.0%,100,122.4,100,39.8%,100,1.11,56,11.4%
Antawn Jamison,33.4,CLE,Forward,807,69,20.1%,49,106.2,27,6.1%,18,0.31,91,8.5%
Antawn Jamison,33.4,WAS,Forward,1592,84,21.8%,40,105.3,18,5.6%,2,0.26,93,7.9%
Nathan Jawai,23.1,MIN,Big,370,49,15.8%,20,99.1,64,8.4%,72,0.53,31,16.1%
Al Jefferson,24.8,MIN,Big,2452,94,23.5%,43,105.5,75,9.9%,53,0.42,89,10.2%
Richard Jefferson,29.4,SAS,Forward,2509,44,17.6%,80,110.4,80,9.7%,76,0.55,60,11.1%
Jared Jeffries,27.9,HOU,Big,312,28,13.7%,12,95.6,56,7.5%,74,0.55,67,12.9%
Jared Jeffries,27.9,NYK,Big,1455,11,10.7%,41,105.2,61,7.9%,89,0.74,19,18.2%
Brandon Jennings,20.1,MIL,Combo,2664,96,28.7%,15,95.6,94,29.8%,62,1.04,57,11.8%
Jonas Jerebko,22.7,DET,Forward,2209,20,14.3%,76,109.1,2,4.0%,9,0.28,42,12.0%
Amir Johnson,22.5,TOR,Big,1394,22,13.1%,99,130.2,33,5.0%,45,0.38,38,15.5%
Anthony Johnson,35.1,ORL,Point,322,31,19.1%,71,110.8,51,26.0%,69,1.36,18,15.8%
James Johnson,22.7,CHI,Forward,675,40,17.1%,27,103.0,82,10.0%,82,0.58,0,23.2%
Joe Johnson,28.3,ATL,Wing,2878,94,27.7%,59,108.5,93,21.6%,80,0.78,86,8.5%
Dahntay Jones,28.8,IND,Forward,1815,71,20.1%,31,103.8,89,13.3%,87,0.66,13,14.8%
James Jones,29.1,MIA,Wing,451,5,11.1%,51,106.7,6,5.7%,34,0.51,96,7.7%
Solomon Jones,25.3,IND,Big,636,39,15.1%,19,98.5,57,7.5%,67,0.50,33,16.0%
DeAndre Jordan,21.3,LAC,Big,1047,24,13.2%,69,113.3,13,2.8%,14,0.21,6,22.7%
Chris Kaman,27.5,LAC,Big,2597,97,24.5%,42,105.4,67,8.6%,40,0.35,35,15.7%
Jason Kapono,28.7,PHI,Wing,955,22,14.5%,48,106.6,10,6.5%,21,0.44,56,11.1%
Coby Karl,26.4,GSW,Point,105,22,17.6%,0,78.1,10,19.4%,29,1.10,43,14.1%
Jason Kidd,36.6,DAL,Point,2875,27,18.6%,92,116.9,88,36.1%,98,1.94,12,16.7%
Andrei Kirilenko,28.7,UTA,Forward,1656,42,17.3%,96,116.8,93,14.1%,91,0.82,49,11.7%
Kyle Korver,28.6,UTA,Wing,922,25,15.2%,97,125.3,76,13.9%,93,0.92,29,13.0%
Kosta Koufos,20.7,UTA,Big,115,36,14.7%,6,87.9,50,6.8%,62,0.46,20,18.2%
Nenad Krstic,26.3,OKC,Big,1737,38,14.9%,39,105.1,28,4.7%,31,0.31,90,10.1%
Carl Landry,26.1,HOU,Big,1400,86,21.8%,94,125.0,38,5.2%,19,0.24,75,12.1%
Carl Landry,26.1,SAC,Big,1051,75,19.4%,74,114.3,23,4.1%,15,0.21,83,11.1%
Ty Lawson,22.0,DEN,Combo,1236,28,19.7%,94,119.8,51,23.1%,83,1.17,30,13.7%
Courtney Lee,24.1,BKN,Wing,2358,43,16.9%,45,105.5,33,8.6%,33,0.51,81,8.7%
David Lee,26.5,NYK,Big,3004,90,22.7%,81,117.5,98,17.1%,91,0.75,74,12.4%
Rashard Lewis,30.2,ORL,Big,2362,68,18.3%,77,115.1,57,7.6%,52,0.41,79,11.8%
Shaun Livingston,24.1,OKC,Wing,118,1,10.5%,0,62.5,89,17.7%,100,1.68,1,21.8%
Shaun Livingston,24.1,WAS,Combo,653,38,20.4%,89,117.2,77,26.2%,94,1.28,9,17.0%
Brook Lopez,21.6,BKN,Big,3015,89,22.6%,73,114.0,86,11.6%,69,0.51,60,13.6%
Robin Lopez,21.6,PHX,Big,920,38,15.0%,94,125.5,4,1.1%,4,0.07,77,11.9%
Kevin Love,21.1,MIN,Big,1683,85,21.7%,54,109.7,89,12.8%,78,0.59,62,13.4%
Kyle Lowry,23.6,HOU,Combo,1608,47,21.4%,62,107.6,89,28.4%,98,1.33,21,14.5%
Corey Maggette,30.0,GSW,Forward,2072,96,25.8%,98,121.8,91,13.3%,71,0.51,24,13.4%
Jamaal Magloire,31.4,MIA,Big,286,14,11.5%,33,103.2,2,0.6%,3,0.05,24,17.5%
Ian Mahinmi,23.0,SAS,Big,123,83,21.5%,99,138.2,14,3.2%,8,0.15,18,18.6%
Shawn Marion,31.5,DAL,Forward,2376,36,16.4%,58,106.7,40,6.8%,47,0.42,51,11.7%
Cartier Martin,24.9,GSW,Wing,267,33,16.2%,11,91.3,2,5.1%,2,0.31,46,11.9%
Cartier Martin,24.9,WAS,Wing,104,72,21.0%,17,97.9,68,12.7%,52,0.60,73,9.9%
Kenyon Martin,31.8,DEN,Big,1982,55,16.6%,13,96.0,67,8.6%,70,0.52,74,12.1%
